group,case,variant,target,replacement,sentence_sim,contextual_span_sim,isolated_phrase_sim,changed_sentence
idiomatic_nc,golden handshake,random,golden handshake,mountain pillow,0.9250648021697998,0.729747474193573,0.6782271862030029,The manager received a mountain pillow after the merger.
idiomatic_nc,paper tiger,synonym,paper tiger,weak threat,0.9448901414871216,0.7074018716812134,0.564272940158844,The threat was a weak threat in the negotiations.
idiomatic_nc,paper tiger,component,paper tiger,tiger,0.969341516494751,0.8218750953674316,0.6752465963363647,The threat was a tiger in the negotiations.
idiomatic_nc,paper tiger,word_by_word,paper tiger,document animal,0.9498358964920044,0.8086920380592346,0.717266321182251,The threat was a document animal in the negotiations.
idiomatic_nc,paper tiger,random,paper tiger,river button,0.9723621010780334,0.8118017911911011,0.708915650844574,The threat was a river button in the negotiations.
idiomatic_nc,smoking gun,synonym,smoking gun,decisive evidence,0.9217901825904846,0.693135678768158,0.6476229429244995,The email became the decisive evidence in the investigation.
idiomatic_nc,smoking gun,component,smoking gun,gun,0.9744570851325989,0.8494541049003601,0.7078924179077148,The email became the gun in the investigation.
idiomatic_nc,smoking gun,word_by_word,smoking gun,burning weapon,0.985605001449585,0.902481734752655,0.8680703043937683,The email became the burning weapon in the investigation.
idiomatic_nc,smoking gun,random,smoking gun,kitchen horizon,0.9522387981414795,0.7500230669975281,0.688036322593689,The email became the kitchen horizon in the investigation.
compositional_nc,economic aid,synonym,economic aid,financial assistance,0.9928369522094727,0.9451380372047424,0.8549742698669434,The committee approved financial assistance for the region after the storm.
compositional_nc,economic aid,component,economic aid,aid,0.9879218935966492,0.8895115852355957,0.5634267330169678,The committee approved aid for the region after the storm.
compositional_nc,economic aid,word_by_word,economic aid,budgetary assistance,0.9883314967155457,0.8999400734901428,0.8420116305351257,The committee approved budgetary assistance for the region after the storm.
compositional_nc,economic aid,random,economic aid,kitchen table,0.9416424632072449,0.7362020611763,0.6416845917701721,The committee approved kitchen table for the region after the storm.
compositional_nc,research lab,synonym,research lab,research facility,0.9838115572929382,0.9378713369369507,0.9372996687889099,The students joined a research facility during the summer program.
compositional_nc,research lab,component,research lab,lab,0.9852969646453857,0.9399954080581665,0.8495054244995117,The students joined a lab during the summer program.
compositional_nc,research lab,word_by_word,research lab,investigation workplace,0.9504708051681519,0.7683920860290527,0.7446772456169128,The students joined a investigation workplace during the summer program.
compositional_nc,research lab,random,research lab,garden party,0.9371898770332336,0.7093195915222168,0.7270941734313965,The students joined a garden party during the summer program.
compositional_nc,climate policy,synonym,climate policy,environmental policy,0.9721248745918274,0.9237439036369324,0.9361259937286377,The council debated environmental policy during the evening session.
compositional_nc,climate policy,component,climate policy,policy,0.9511750340461731,0.7972026467323303,0.753643810749054,The council debated policy during the evening session.
compositional_nc,climate policy,word_by_word,climate policy,weather guideline,0.9693096280097961,0.8403157591819763,0.7765565514564514,The council debated weather guideline during the evening session.
compositional_nc,climate policy,random,climate policy,garden spoon,0.949690043926239,0.7484310269355774,0.6879038214683533,The council debated garden spoon during the evening session.
compositional_nc,medical school,synonym,medical school,medical college,0.9738617539405823,0.950495183467865,0.8762705326080322,Her brother entered medical college after years of preparation.
compositional_nc,medical school,component,medical school,school,0.968826949596405,0.8144648671150208,0.7158600091934204,Her brother entered school after years of preparation.
compositional_nc,medical school,word_by_word,medical school,clinical academy,0.9737995862960815,0.9143332839012146,0.878349244594574,Her brother entered clinical academy after years of preparation.
compositional_nc,medical school,random,medical school,ocean mirror,0.9291990995407104,0.7140038013458252,0.7194468379020691,Her brother entered ocean mirror after years of preparation.
compositional_nc,mountain village,synonym,mountain village,alpine settlement,0.9832037091255188,0.9229024648666382,0.6914487481117249,The travelers reached a alpine settlement before sunset.
compositional_nc,mountain village,component,mountain village,village,0.9886313676834106,0.9048099517822266,0.720133364200592,The travelers reached a village before sunset.
compositional_nc,mountain village,word_by_word,mountain village,hill hamlet,0.9802258610725403,0.910860538482666,0.8397101759910583,The travelers reached a hill hamlet before sunset.
compositional_nc,mountain village,random,mountain village,plastic thunder,0.9357783794403076,0.7508534789085388,0.7675148248672485,The travelers reached a plastic thunder before sunset.
compositional_nc,solar panel,synonym,solar panel,photovoltaic module,0.9713236689567566,0.9256801009178162,0.8815726041793823,The engineer installed a photovoltaic module on the roof.
compositional_nc,solar panel,component,solar panel,panel,0.9556611180305481,0.8315698504447937,0.6378877758979797,The engineer installed a panel on the roof.
compositional_nc,solar panel,word_by_word,solar panel,sun powered plate,0.9579067826271057,0.8507457375526428,0.8198544979095459,The engineer installed a sun powered plate on the roof.
compositional_nc,solar panel,random,solar panel,velvet sandwich,0.931080162525177,0.7321520447731018,0.6525856852531433,The engineer installed a velvet sandwich on the roof.
compositional_nc,election result,synonym,election result,vote outcome,0.9802070260047913,0.9348379969596863,0.8612160682678223,The newspaper published the vote outcome at midnight.
compositional_nc,election result,component,election result,result,0.978000283241272,0.8609611988067627,0.836690366268158,The newspaper published the result at midnight.
compositional_nc,election result,word_by_word,election result,ballot outcome,0.9784395098686218,0.9288520812988281,0.8350711464881897,The newspaper published the ballot outcome at midnight.
compositional_nc,election result,random,election result,kitchen river,0.9116454720497131,0.6366003751754761,0.5709556937217712,The newspaper published the kitchen river at midnight.
compositional_nc,airport security,synonym,airport security,aviation security,0.9878328442573547,0.9631049633026123,0.8716761469841003,The staff improved aviation security before the summit.
compositional_nc,airport security,component,airport security,security,0.9817845225334167,0.8892011046409607,0.7423136830329895,The staff improved security before the summit.
compositional_nc,airport security,word_by_word,airport security,terminal safety,0.957720160484314,0.908756673336029,0.7728476524353027,The staff improved terminal safety before the summit.
compositional_nc,airport security,random,airport security,forest melody,0.9066547155380249,0.7166857719421387,0.5951104164123535,The staff improved forest melody before the summit.
compositional_nc,language teacher,synonym,language teacher,language instructor,0.9952583312988281,0.9851489067077637,0.9620069265365601,The language instructor corrected the essays carefully.
compositional_nc,language teacher,component,language teacher,teacher,0.9897844791412354,0.8895812630653381,0.8081229329109192,The teacher corrected the essays carefully.
compositional_nc,language teacher,word_by_word,language teacher,linguistic educator,0.9745370149612427,0.9114824533462524,0.8089393377304077,The linguistic educator corrected the essays carefully.
compositional_nc,language teacher,random,language teacher,silver engine,0.9111025333404541,0.7116214036941528,0.6427534222602844,The silver engine corrected the essays carefully.
compositional_nc,water bottle,synonym,water bottle,drinking container,0.9761569499969482,0.8619300723075867,0.8315742611885071,She packed a drinking container for the hike.
compositional_nc,water bottle,component,water bottle,bottle,0.9792670607566833,0.8311549425125122,0.6631752252578735,She packed a bottle for the hike.
compositional_nc,water bottle,word_by_word,water bottle,liquid vessel,0.9539519548416138,0.7990583181381226,0.7807028293609619,She packed a liquid vessel for the hike.
compositional_nc,water bottle,random,water bottle,museum thunder,0.9321587085723877,0.6420778632164001,0.6973970532417297,She packed a museum thunder for the hike.
compositional_nc,history book,synonym,history book,historical volume,0.9752655625343323,0.9268917441368103,0.8576282858848572,The student borrowed a historical volume from the library.
compositional_nc,history book,component,history book,book,0.9795026779174805,0.8978012800216675,0.7691605687141418,The student borrowed a book from the library.
compositional_nc,history book,word_by_word,history book,past chronicle,0.972146213054657,0.8363684415817261,0.7622022032737732,The student borrowed a past chronicle from the library.
compositional_nc,history book,random,history book,desert umbrella,0.9594296813011169,0.7090240716934204,0.7188435792922974,The student borrowed a desert umbrella from the library.
compositional_nc,river bridge,synonym,river bridge,waterway crossing,0.9814532995223999,0.9141780138015747,0.8886076807975769,The workers repaired the waterway crossing after the flood.
compositional_nc,river bridge,component,river bridge,bridge,0.9846781492233276,0.9278837442398071,0.7688764333724976,The workers repaired the bridge after the flood.
compositional_nc,river bridge,word_by_word,river bridge,stream viaduct,0.9811675548553467,0.9141504764556885,0.8913387060165405,The workers repaired the stream viaduct after the flood.
compositional_nc,river bridge,random,river bridge,lemon window,0.9571518898010254,0.776110827922821,0.7864992618560791,The workers repaired the lemon window after the flood.
compositional_nc,hospital room,synonym,hospital room,medical chamber,0.98516845703125,0.9224715232849121,0.84553462266922,The nurse cleaned the medical chamber before noon.
compositional_nc,hospital room,component,hospital room,room,0.9880789518356323,0.928205668926239,0.6924117207527161,The nurse cleaned the room before noon.
compositional_nc,hospital room,word_by_word,hospital room,clinic space,0.9755927920341492,0.8473835587501526,0.8064668774604797,The nurse cleaned the clinic space before noon.
compositional_nc,hospital room,random,hospital room,cloud hammer,0.9600736498832703,0.6997436285018921,0.6816251873970032,The nurse cleaned the cloud hammer before noon.
compositional_nc,village market,synonym,village market,rural marketplace,0.9852214455604553,0.9417828917503357,0.8078879117965698,The farmer visited the rural marketplace every Friday.
compositional_nc,village market,component,village market,market,0.9897762537002563,0.9095871448516846,0.7466383576393127,The farmer visited the market every Friday.
compositional_nc,village market,word_by_word,village market,hamlet bazaar,0.9920416474342346,0.9452214241027832,0.7555484771728516,The farmer visited the hamlet bazaar every Friday.
compositional_nc,village market,random,village market,iron ocean,0.9518964886665344,0.7322340607643127,0.6414473056793213,The farmer visited the iron ocean every Friday.
compositional_nc,data center,synonym,data center,computing facility,0.9866355657577515,0.9111537933349609,0.8927742838859558,The company expanded the computing facility near the campus.
compositional_nc,data center,component,data center,center,0.9800193309783936,0.7959261536598206,0.777275562286377,The company expanded the center near the campus.
compositional_nc,data center,word_by_word,data center,information hub,0.9901373982429504,0.9150356650352478,0.887890100479126,The company expanded the information hub near the campus.
compositional_nc,data center,random,data center,velvet forest,0.9547815322875977,0.6953564882278442,0.7335956692695618,The company expanded the velvet forest near the campus.
compositional_nc,music festival,synonym,music festival,concert event,0.9865606427192688,0.9361931681632996,0.8471770882606506,The town hosted a concert event in July.
compositional_nc,music festival,component,music festival,festival,0.9851810336112976,0.9094502925872803,0.8820403814315796,The town hosted a festival in July.
compositional_nc,music festival,word_by_word,music festival,melody celebration,0.967133104801178,0.8767982721328735,0.8172731399536133,The town hosted a melody celebration in July.
compositional_nc,music festival,random,music festival,paper mountain,0.9382521510124207,0.7666844129562378,0.7171798944473267,The town hosted a paper mountain in July.
single_word_control,doctor,synonym,doctor,physician,0.9955236315727234,0.9563882350921631,0.8974977135658264,The physician opened the door quickly.
single_word_control,doctor,related,doctor,nurse,0.979131281375885,0.8646883368492126,0.8575405478477478,The nurse opened the door quickly.
single_word_control,doctor,random,doctor,carpet,0.9562696218490601,0.6241328716278076,0.7371885776519775,The carpet opened the door quickly.
single_word_control,apple,synonym,apple,fruit,0.989111602306366,0.8865174651145935,0.7700281739234924,She bought a fresh fruit from the market.
single_word_control,apple,related,apple,pear,0.9928148984909058,0.8883654475212097,0.8185403943061829,She bought a fresh pear from the market.
single_word_control,apple,random,apple,engine,0.9469093084335327,0.6466279625892639,0.7675926089286804,She bought a fresh engine from the market.
single_word_control,teacher,synonym,teacher,instructor,0.9863616824150085,0.8923826813697815,0.8391311168670654,The instructor explained the problem clearly.
single_word_control,teacher,related,teacher,professor,0.9521640539169312,0.7567015290260315,0.7423110008239746,The professor explained the problem clearly.
single_word_control,teacher,random,teacher,mountain,0.9254504442214966,0.6110070943832397,0.6206879019737244,The mountain explained the problem clearly.
single_word_control,lawyer,synonym,lawyer,attorney,0.9981632828712463,0.9739303588867188,0.8804236650466919,The attorney reviewed the contract before lunch.
single_word_control,lawyer,related,lawyer,judge,0.984717607498169,0.8588944673538208,0.727037250995636,The judge reviewed the contract before lunch.
single_word_control,lawyer,random,lawyer,umbrella,0.9717943072319031,0.6131446361541748,0.6815586090087891,The umbrella reviewed the contract before lunch.
single_word_control,river,synonym,river,stream,0.9896150827407837,0.8449239730834961,0.839606523513794,The stream flooded the lower fields overnight.
single_word_control,river,related,river,canal,0.9843791723251343,0.7984069585800171,0.8731558918952942,The canal flooded the lower fields overnight.
single_word_control,river,random,river,microscope,0.9204761385917664,0.601699948310852,0.6388006210327148,The microscope flooded the lower fields overnight.
single_word_control,city,synonym,city,metropolis,0.9610812664031982,0.7508375644683838,0.7936182022094727,The metropolis approved the new housing plan.
single_word_control,city,related,city,town,0.9882428646087646,0.7421092987060547,0.8471338152885437,The town approved the new housing plan.
single_word_control,city,random,city,sandwich,0.978706419467926,0.6934777498245239,0.739243745803833,The sandwich approved the new housing plan.
single_word_control,storm,synonym,storm,tempest,0.9870667457580566,0.9219376444816589,0.8529075384140015,The tempest damaged several houses near the coast.
single_word_control,storm,related,storm,rainstorm,0.9813187122344971,0.8738889694213867,0.7243466377258301,The rainstorm damaged several houses near the coast.
single_word_control,storm,random,storm,violin,0.9505539536476135,0.5312157273292542,0.6853454113006592,The violin damaged several houses near the coast.
single_word_control,idea,synonym,idea,concept,0.9906467199325562,0.9456018805503845,0.9310318827629089,The concept changed the direction of the project.
single_word_control,idea,related,idea,thought,0.9858847856521606,0.893316388130188,0.8390235304832458,The thought changed the direction of the project.
single_word_control,idea,random,idea,hammer,0.9596189260482788,0.6844602227210999,0.7273122668266296,The hammer changed the direction of the project.
single_word_control,problem,synonym,problem,issue,0.9841039776802063,0.8852810859680176,0.7904719114303589,The issue delayed the final report.
single_word_control,problem,related,problem,question,0.9745239615440369,0.7887814044952393,0.8311623334884644,The question delayed the final report.
single_word_control,problem,random,problem,pillow,0.9616252779960632,0.7172983288764954,0.7817535400390625,The pillow delayed the final report.
single_word_control,music,synonym,music,melody,0.9859145879745483,0.8876553177833557,0.7918151021003723,The melody filled the old theater.
single_word_control,music,related,music,song,0.9859934449195862,0.8728044629096985,0.7460358142852783,The song filled the old theater.
single_word_control,music,random,music,staircase,0.9543542265892029,0.6688150763511658,0.6713306307792664,The staircase filled the old theater.
single_word_control,letter,synonym,letter,note,0.9870419502258301,0.9039900898933411,0.7547897100448608,The note arrived before the meeting.
single_word_control,letter,related,letter,message,0.9897506833076477,0.8924106955528259,0.8065502643585205,The message arrived before the meeting.
single_word_control,letter,random,letter,volcano,0.9531552195549011,0.6285936832427979,0.7366477251052856,The volcano arrived before the meeting.
single_word_control,machine,synonym,machine,device,0.9789674282073975,0.8990662693977356,0.8398450613021851,The device stopped during the demonstration.
single_word_control,machine,related,machine,apparatus,0.9633697271347046,0.8106455206871033,0.7784640192985535,The apparatus stopped during the demonstration.
single_word_control,machine,random,machine,forest,0.9524674415588379,0.6725801229476929,0.6911551356315613,The forest stopped during the demonstration.
single_word_control,road,synonym,road,street,0.980614960193634,0.8390604853630066,0.8370112776756287,The street crossed the valley below the town.
single_word_control,road,related,road,highway,0.9840713739395142,0.8808042407035828,0.8270267248153687,The highway crossed the valley below the town.
single_word_control,road,random,road,singer,0.9485194683074951,0.6319342851638794,0.664454996585846,The singer crossed the valley below the town.
single_word_control,flower,synonym,flower,blossom,0.9925432801246643,0.9050678014755249,0.8939307928085327,The blossom bloomed beside the window.
single_word_control,flower,related,flower,rose,0.9918404221534729,0.8926596641540527,0.9087067246437073,The rose bloomed beside the window.
single_word_control,flower,random,flower,engine,0.8926957845687866,0.6061386466026306,0.8173867464065552,The engine bloomed beside the window.
single_word_control,ocean,synonym,ocean,sea,0.9958698749542236,0.9633411169052124,0.8011791706085205,The sea reflected the morning light.
single_word_control,ocean,related,ocean,lake,0.9865620136260986,0.821823239326477,0.8208258152008057,The lake reflected the morning light.
single_word_control,ocean,random,ocean,notebook,0.9532891511917114,0.5764930248260498,0.7534525990486145,The notebook reflected the morning light.
single_word_control,child,synonym,child,youngster,0.9747251272201538,0.8529958724975586,0.7166314125061035,The youngster solved the puzzle quickly.
single_word_control,child,related,child,teenager,0.9830840826034546,0.8672845363616943,0.8595319390296936,The teenager solved the puzzle quickly.
single_word_control,child,random,child,candle,0.9608542919158936,0.6603880524635315,0.803194522857666,The candle solved the puzzle quickly.
ordinary_two_word_control,red car,synonym,red car,crimson vehicle,0.9834762215614319,0.8857792019844055,0.7818030714988708,The crimson vehicle stopped near the school gate.
ordinary_two_word_control,red car,component,red car,car,0.9871706962585449,0.9025301337242126,0.7231742143630981,The car stopped near the school gate.
ordinary_two_word_control,red car,word_by_word,red car,scarlet automobile,0.9801401495933533,0.8700099587440491,0.7030644416809082,The scarlet automobile stopped near the school gate.
ordinary_two_word_control,red car,random,red car,coffee spoon,0.9556130766868591,0.6509921550750732,0.6714286208152771,The coffee spoon stopped near the school gate.
ordinary_two_word_control,coffee cup,synonym,coffee cup,mug,0.9868385791778564,0.8712736368179321,0.6254063844680786,She placed the mug on the wooden table.
ordinary_two_word_control,coffee cup,component,coffee cup,cup,0.982059895992279,0.881743311882019,0.6363994479179382,She placed the cup on the wooden table.
ordinary_two_word_control,coffee cup,word_by_word,coffee cup,java container,0.9792622923851013,0.8134071826934814,0.7241984009742737,She placed the java container on the wooden table.
ordinary_two_word_control,coffee cup,random,coffee cup,traffic signal,0.9508147239685059,0.6015323996543884,0.7098783850669861,She placed the traffic signal on the wooden table.
ordinary_two_word_control,wooden chair,synonym,wooden chair,timber seat,0.9731358885765076,0.9205800890922546,0.8292964100837708,The timber seat stood beside the fireplace.
ordinary_two_word_control,wooden chair,component,wooden chair,chair,0.9905470013618469,0.921954333782196,0.7403839826583862,The chair stood beside the fireplace.
ordinary_two_word_control,wooden chair,word_by_word,wooden chair,wood seat,0.982886016368866,0.924034059047699,0.8899405002593994,The wood seat stood beside the fireplace.
ordinary_two_word_control,wooden chair,random,wooden chair,silver cloud,0.931357204914093,0.715857207775116,0.6984166502952576,The silver cloud stood beside the fireplace.
ordinary_two_word_control,summer rain,synonym,summer rain,seasonal rainfall,0.974892795085907,0.8520746827125549,0.7922326922416687,The seasonal rainfall cooled the dusty street.
ordinary_two_word_control,summer rain,component,summer rain,rain,0.989662230014801,0.9151225090026855,0.7685437202453613,The rain cooled the dusty street.
ordinary_two_word_control,summer rain,word_by_word,summer rain,warm shower,0.9678179025650024,0.7819820046424866,0.714929461479187,The warm shower cooled the dusty street.
ordinary_two_word_control,summer rain,random,summer rain,library key,0.9477143883705139,0.6730114221572876,0.6986899375915527,The library key cooled the dusty street.
ordinary_two_word_control,city park,synonym,city park,urban garden,0.9827299118041992,0.8988738656044006,0.8726134896278381,The urban garden opened after the renovation.
ordinary_two_word_control,city park,component,city park,park,0.979618489742279,0.871633768081665,0.7936168909072876,The park opened after the renovation.
ordinary_two_word_control,city park,word_by_word,city park,municipal green,0.9869588017463684,0.9146578907966614,0.8409085869789124,The municipal green opened after the renovation.
ordinary_two_word_control,city park,random,city park,ocean pencil,0.9520475268363953,0.7848523259162903,0.6596320867538452,The ocean pencil opened after the renovation.
ordinary_two_word_control,glass bottle,synonym,glass bottle,transparent container,0.9656140804290771,0.8496695160865784,0.7643857598304749,The transparent container rolled under the bench.
ordinary_two_word_control,glass bottle,component,glass bottle,bottle,0.9873929619789124,0.9066218137741089,0.708176851272583,The bottle rolled under the bench.
ordinary_two_word_control,glass bottle,word_by_word,glass bottle,crystal vessel,0.9663606286048889,0.8293926119804382,0.8376457691192627,The crystal vessel rolled under the bench.
ordinary_two_word_control,glass bottle,random,glass bottle,mountain ticket,0.9574833512306213,0.7281322479248047,0.6577082872390747,The mountain ticket rolled under the bench.
ordinary_two_word_control,school bus,synonym,school bus,student transport,0.9780017137527466,0.8554761409759521,0.8129881024360657,The student transport waited outside the museum.
ordinary_two_word_control,school bus,component,school bus,bus,0.9840227365493774,0.8877828121185303,0.8068198561668396,The bus waited outside the museum.
ordinary_two_word_control,school bus,word_by_word,school bus,education coach,0.9797186255455017,0.87999027967453,0.8154267072677612,The education coach waited outside the museum.
ordinary_two_word_control,school bus,random,school bus,kitchen moon,0.946265697479248,0.7292343378067017,0.7608203887939453,The kitchen moon waited outside the museum.
ordinary_two_word_control,paper bag,synonym,paper bag,paper sack,0.9919725656509399,0.9100041389465332,0.8560454845428467,The paper sack tore near the counter.
ordinary_two_word_control,paper bag,component,paper bag,bag,0.9909703731536865,0.8959705233573914,0.645205557346344,The bag tore near the counter.
