model,group,case,variant,sentence_sim,contextual_span_sim,isolated_phrase_sim
Qwen3.5-9B-it,idiomatic_nc,loose cannon,component,0.9399033715990147,0.5738684335142811,0.5966957072337785
Qwen3.5-9B-it,idiomatic_nc,loose cannon,word_by_word,0.9487840319941934,0.718361960723026,0.6466995218629954
Qwen3.5-9B-it,idiomatic_nc,loose cannon,random,0.9368525151280915,0.6187512932982764,0.6782643568407225
Qwen3.5-9B-it,idiomatic_nc,golden handshake,synonym,0.9316844569739324,0.6842847936317975,0.6742152242816801
Qwen3.5-9B-it,idiomatic_nc,golden handshake,component,0.9321798663000622,0.6313761918600568,0.6646739754861485
Qwen3.5-9B-it,idiomatic_nc,golden handshake,word_by_word,0.9328203709872452,0.683947236155039,0.6061776883229426
Qwen3.5-9B-it,idiomatic_nc,golden handshake,random,0.9019585904844746,0.5430052042799416,0.6494890242606229
Qwen3.5-9B-it,idiomatic_nc,paper tiger,synonym,0.9323522588107435,0.6416343912510354,0.5749471129481161
Qwen3.5-9B-it,idiomatic_nc,paper tiger,component,0.9278476371210232,0.6518134066387256,0.6662503307451729
Qwen3.5-9B-it,idiomatic_nc,paper tiger,word_by_word,0.9240025605288456,0.6439369186901818,0.5664112976101919
Qwen3.5-9B-it,idiomatic_nc,paper tiger,random,0.909420803494619,0.5854290194516302,0.6491917145219211
Qwen3.5-9B-it,idiomatic_nc,smoking gun,synonym,0.9638470309598642,0.7243240715241291,0.6560912867527853
Qwen3.5-9B-it,idiomatic_nc,smoking gun,component,0.9309939226021295,0.558774765906182,0.5715945900917803
Qwen3.5-9B-it,idiomatic_nc,smoking gun,word_by_word,0.9269398039456146,0.6953830876752597,0.7308159695525458
Qwen3.5-9B-it,idiomatic_nc,smoking gun,random,0.8714195418316177,0.5242204918772654,0.6121292461085869
Qwen3.5-9B-it,compositional_nc,economic aid,synonym,0.9656418825713577,0.8436254871577749,0.8293848042123899
Qwen3.5-9B-it,compositional_nc,economic aid,component,0.9810975038559626,0.8271895515305049,0.5774579526339657
Qwen3.5-9B-it,compositional_nc,economic aid,word_by_word,0.9506111777365766,0.7894608183514179,0.7878233333132345
Qwen3.5-9B-it,compositional_nc,economic aid,random,0.8708588421908529,0.5214463994049487,0.5674856429016548
Qwen3.5-9B-it,compositional_nc,research lab,synonym,0.9754952695374494,0.9391934068432272,0.9140231982181536
Qwen3.5-9B-it,compositional_nc,research lab,component,0.9585381771545295,0.7657847522366283,0.6214668998915959
Qwen3.5-9B-it,compositional_nc,research lab,word_by_word,0.9333498838484309,0.820254912783881,0.7148865983453632
Qwen3.5-9B-it,compositional_nc,research lab,random,0.9132818384146218,0.6865589919488971,0.6001236233639163
Qwen3.5-9B-it,compositional_nc,climate policy,synonym,0.9804599434875019,0.8442519563098483,0.8464797476381571
Qwen3.5-9B-it,compositional_nc,climate policy,component,0.9601077892732033,0.6611649392523251,0.7673611047715138
Qwen3.5-9B-it,compositional_nc,climate policy,word_by_word,0.9376473784858068,0.6878855987084989,0.7038437795329658
Qwen3.5-9B-it,compositional_nc,climate policy,random,0.883749763663106,0.4567167283087873,0.5158130537064155
Qwen3.5-9B-it,compositional_nc,medical school,synonym,0.9944699913403717,0.98540843857019,0.9463399604638695
Qwen3.5-9B-it,compositional_nc,medical school,component,0.94253259782993,0.7243026527766604,0.7169674136025476
Qwen3.5-9B-it,compositional_nc,medical school,word_by_word,0.9368729993340554,0.7588046697280278,0.8072124349615932
Qwen3.5-9B-it,compositional_nc,medical school,random,0.8521005721767759,0.5418674701682367,0.5724894576352786
Qwen3.5-9B-it,compositional_nc,mountain village,synonym,0.9639780806109033,0.7695788026190882,0.7669100683041925
Qwen3.5-9B-it,compositional_nc,mountain village,component,0.9840943715195468,0.8856449918618898,0.6249808808988244
Qwen3.5-9B-it,compositional_nc,mountain village,word_by_word,0.9705935319892236,0.8458402359053467,0.7189471158934159
Qwen3.5-9B-it,compositional_nc,mountain village,random,0.9142636008249393,0.48394214713306233,0.6338200042942878
Qwen3.5-9B-it,compositional_nc,solar panel,synonym,0.9493310314824255,0.7941626818886054,0.7103591174479795
Qwen3.5-9B-it,compositional_nc,solar panel,component,0.938633400732886,0.6722689521681149,0.5828636190879282
Qwen3.5-9B-it,compositional_nc,solar panel,word_by_word,0.9465177672414726,0.762979389774525,0.712043193557201
Qwen3.5-9B-it,compositional_nc,solar panel,random,0.8853166930205459,0.5248769970114949,0.5701492805412363
Qwen3.5-9B-it,compositional_nc,election result,synonym,0.9754671482626832,0.8285853724263904,0.8136891402746043
Qwen3.5-9B-it,compositional_nc,election result,component,0.9710965740552808,0.7803471125324968,0.587428194744562
Qwen3.5-9B-it,compositional_nc,election result,word_by_word,0.9729340697121863,0.834164035074116,0.760208403623161
Qwen3.5-9B-it,compositional_nc,election result,random,0.9151314766008585,0.5066421128056483,0.4871879693658988
Qwen3.5-9B-it,compositional_nc,airport security,synonym,0.9691284944375239,0.8817376115629982,0.7700558097613377
Qwen3.5-9B-it,compositional_nc,airport security,component,0.9227424192597151,0.806067029372108,0.6695301085152259
Qwen3.5-9B-it,compositional_nc,airport security,word_by_word,0.9349225194513696,0.8011427475841654,0.6372516222035706
Qwen3.5-9B-it,compositional_nc,airport security,random,0.8013480578002031,0.5849979233738738,0.6204160083279431
Qwen3.5-9B-it,compositional_nc,language teacher,synonym,0.9849794983302593,0.9502915747051393,0.9158399024695126
Qwen3.5-9B-it,compositional_nc,language teacher,component,0.9533777182000231,0.7029941333682777,0.7809760387349567
Qwen3.5-9B-it,compositional_nc,language teacher,word_by_word,0.9435778377550007,0.7566015922182684,0.6849505472230817
Qwen3.5-9B-it,compositional_nc,language teacher,random,0.8189143605094719,0.46887465777708315,0.535855094297877
Qwen3.5-9B-it,compositional_nc,water bottle,synonym,0.9664867844815666,0.7826706977137126,0.7336133978370886
Qwen3.5-9B-it,compositional_nc,water bottle,component,0.9590728723191163,0.6980064784691702,0.6337066470111713
Qwen3.5-9B-it,compositional_nc,water bottle,word_by_word,0.9182951456255362,0.7150039067041316,0.7392251332119079
Qwen3.5-9B-it,compositional_nc,water bottle,random,0.8638434809417014,0.5324542883566665,0.5963807267925835
Qwen3.5-9B-it,compositional_nc,history book,synonym,0.9669533792969232,0.8462766223977047,0.774796046234575
Qwen3.5-9B-it,compositional_nc,history book,component,0.9843573616457565,0.8535982300967115,0.7107833101855625
Qwen3.5-9B-it,compositional_nc,history book,word_by_word,0.9379401371264218,0.6534169021347046,0.6992940828859858
Qwen3.5-9B-it,compositional_nc,history book,random,0.9032106139344342,0.5852990057850732,0.5441390648258062
Qwen3.5-9B-it,compositional_nc,river bridge,synonym,0.974120615194488,0.8477999753629268,0.8330146701732511
Qwen3.5-9B-it,compositional_nc,river bridge,component,0.9857906260959798,0.8882297744826038,0.785308488933428
Qwen3.5-9B-it,compositional_nc,river bridge,word_by_word,0.9489954963095009,0.7912265638712311,0.7529339760753161
Qwen3.5-9B-it,compositional_nc,river bridge,random,0.923642591940923,0.5963750466030712,0.6425569806270711
Qwen3.5-9B-it,compositional_nc,hospital room,synonym,0.9622126133454375,0.7534271413240768,0.736576308675455
Qwen3.5-9B-it,compositional_nc,hospital room,component,0.9824036990356902,0.8330253048194952,0.7680881035475741
Qwen3.5-9B-it,compositional_nc,hospital room,word_by_word,0.9717426783283412,0.8760830162899294,0.7851118207449316
Qwen3.5-9B-it,compositional_nc,hospital room,random,0.9266843052908952,0.6282025154527887,0.639640724158708
Qwen3.5-9B-it,compositional_nc,village market,synonym,0.9814043925690777,0.835112764561422,0.7745012410574154
Qwen3.5-9B-it,compositional_nc,village market,component,0.9824835059945519,0.8807996958685168,0.6538867606668798
Qwen3.5-9B-it,compositional_nc,village market,word_by_word,0.9631568850783878,0.8117515751204736,0.6124744172171748
Qwen3.5-9B-it,compositional_nc,village market,random,0.9320617245144864,0.5447535504114177,0.558279865732153
Qwen3.5-9B-it,compositional_nc,data center,synonym,0.9748935421917473,0.7941695267484854,0.6758220096912679
Qwen3.5-9B-it,compositional_nc,data center,component,0.9526952650111657,0.6374006699961795,0.6099472140904768
Qwen3.5-9B-it,compositional_nc,data center,word_by_word,0.9549495131207846,0.7892588101063923,0.7476777473443791
Qwen3.5-9B-it,compositional_nc,data center,random,0.916807302240621,0.5544720842961885,0.547546898230127
Qwen3.5-9B-it,compositional_nc,music festival,synonym,0.9698188748785873,0.8245125890301694,0.8249551166801077
Qwen3.5-9B-it,compositional_nc,music festival,component,0.9787117621187875,0.836376336890252,0.7539608835895882
Qwen3.5-9B-it,compositional_nc,music festival,word_by_word,0.964303503831935,0.8220934717451759,0.7296415000113833
Qwen3.5-9B-it,compositional_nc,music festival,random,0.9003331528830549,0.5247147319445487,0.6273724280318044
Qwen3.5-9B-it,single_word_control,doctor,synonym,0.9608262238438394,0.7361593475563754,0.663181231117462
Qwen3.5-9B-it,single_word_control,doctor,related,0.873166713719314,0.5094718970322819,0.5566713840851465
Qwen3.5-9B-it,single_word_control,doctor,random,0.8258671662089361,0.3610375310792327,0.610559686898511
Qwen3.5-9B-it,single_word_control,apple,synonym,0.9724597822211172,0.6731808786158496,0.5455462987628726
Qwen3.5-9B-it,single_word_control,apple,related,0.9891870085052794,0.8525687843716818,0.5224672198528996
Qwen3.5-9B-it,single_word_control,apple,random,0.8913127532141302,0.5539711338305996,0.5186178016955796
Qwen3.5-9B-it,single_word_control,teacher,synonym,0.9472131473437861,0.851315564862536,0.7020043793213827
Qwen3.5-9B-it,single_word_control,teacher,related,0.9716012097616553,0.8470382674700312,0.6035347971255691
Qwen3.5-9B-it,single_word_control,teacher,random,0.8252542647886317,0.33866739317504607,0.49973672768178007
Qwen3.5-9B-it,single_word_control,lawyer,synonym,0.9516691283501435,0.759575209775896,0.7145681254890147
Qwen3.5-9B-it,single_word_control,lawyer,related,0.9183631637504408,0.7657776411661412,0.673714251024455
Qwen3.5-9B-it,single_word_control,lawyer,random,0.8735890341120711,0.3988398689477254,0.5431133946376878
Qwen3.5-9B-it,single_word_control,river,synonym,0.9678370051144093,0.5204533776849842,0.7340865106694721
Qwen3.5-9B-it,single_word_control,river,related,0.9344182611555477,0.5936845820793184,0.6180878219177302
Qwen3.5-9B-it,single_word_control,river,random,0.7413397981271546,0.3755939349007131,0.5594202268763814
Qwen3.5-9B-it,single_word_control,city,synonym,0.9319877352655366,0.5264286793854,0.5798355563092162
Qwen3.5-9B-it,single_word_control,city,related,0.9773017059625598,0.8253436586651464,0.7632983115125155
Qwen3.5-9B-it,single_word_control,city,random,0.8126855903035982,0.32981377672056783,0.49919020830323685
Qwen3.5-9B-it,single_word_control,storm,synonym,0.9563792482971084,0.5145938870873582,0.6556679571111128
Qwen3.5-9B-it,single_word_control,storm,related,0.9249089132922309,0.7407197695861342,0.7734931923781598
Qwen3.5-9B-it,single_word_control,storm,random,0.887289306708371,0.34623715258684706,0.5101191665420791
Qwen3.5-9B-it,single_word_control,idea,synonym,0.9735337768970161,0.7624965796544217,0.6684446033119152
Qwen3.5-9B-it,single_word_control,idea,related,0.9290357184566322,0.6239394506353361,0.5962164789437238
Qwen3.5-9B-it,single_word_control,idea,random,0.7828352488165639,0.304958716497569,0.5422337216828113
Qwen3.5-9B-it,single_word_control,problem,synonym,0.8799550700379162,0.6493840227741695,0.7508386383689412
Qwen3.5-9B-it,single_word_control,problem,related,0.9367384084772642,0.7398709588754278,0.7076163278868698
Qwen3.5-9B-it,single_word_control,problem,random,0.8098026682874522,0.25489752286976075,0.4592926568629563
Qwen3.5-9B-it,single_word_control,music,synonym,0.9587132296283787,0.5835830991599065,0.628637447752253
Qwen3.5-9B-it,single_word_control,music,related,0.9494793378031514,0.5609675802635916,0.678564145601011
Qwen3.5-9B-it,single_word_control,music,random,0.8692208790972884,0.40722184252095406,0.5168463783622497
Qwen3.5-9B-it,single_word_control,letter,synonym,0.9578980400420112,0.5881665717496393,0.6206409818249381
Qwen3.5-9B-it,single_word_control,letter,related,0.9309040753253601,0.55759586849739,0.743359980374824
Qwen3.5-9B-it,single_word_control,letter,random,0.8006992092966975,0.3634531226981119,0.5237372188010181
Qwen3.5-9B-it,single_word_control,machine,synonym,0.9438867317620768,0.6481670510927128,0.7454335211190453
Qwen3.5-9B-it,single_word_control,machine,related,0.919239529884391,0.564305043577374,0.5169244731292876
Qwen3.5-9B-it,single_word_control,machine,random,0.8221387765861368,0.44008749146229525,0.5585692814784444
Qwen3.5-9B-it,single_word_control,road,synonym,0.9551341592182266,0.5476479965108418,0.7672873352670142
Qwen3.5-9B-it,single_word_control,road,related,0.9650614123019572,0.6225557837496871,0.6792677134226824
Qwen3.5-9B-it,single_word_control,road,random,0.8539478551419648,0.29257939763308566,0.4544346813980098
Qwen3.5-9B-it,single_word_control,flower,synonym,0.9502528918530253,0.5855036880074262,0.5351808310892396
Qwen3.5-9B-it,single_word_control,flower,related,0.9524410380689055,0.579785014852834,0.6178108992150657
Qwen3.5-9B-it,single_word_control,flower,random,0.7914327296789185,0.4184426685121596,0.5470785910052439
Qwen3.5-9B-it,single_word_control,ocean,synonym,0.9677397366221023,0.6010578629403043,0.5763888030931495
Qwen3.5-9B-it,single_word_control,ocean,related,0.9403489208473905,0.6070406193822597,0.6099783239945782
Qwen3.5-9B-it,single_word_control,ocean,random,0.8079431885328663,0.3577579845840577,0.5596187090638101
Qwen3.5-9B-it,single_word_control,child,synonym,0.9375244680819687,0.6951971618480146,0.637745619817553
Qwen3.5-9B-it,single_word_control,child,related,0.9444821651502994,0.6827594087564529,0.6288770372370872
Qwen3.5-9B-it,single_word_control,child,random,0.8185193326158953,0.4410786846074884,0.4670478533046293
Qwen3.5-9B-it,ordinary_two_word_control,red car,synonym,0.8778871443818155,0.7182771876067192,0.687329825024615
Qwen3.5-9B-it,ordinary_two_word_control,red car,component,0.9350636738172697,0.6486391826460595,0.7176820756195144
Qwen3.5-9B-it,ordinary_two_word_control,red car,word_by_word,0.8541244430475823,0.6200856559910549,0.649599240442247
Qwen3.5-9B-it,ordinary_two_word_control,red car,random,0.8191880873653447,0.5035168275024671,0.5036602499598735
Qwen3.5-9B-it,ordinary_two_word_control,coffee cup,synonym,0.9848743391459149,0.851151557632524,0.44525917011743277
Qwen3.5-9B-it,ordinary_two_word_control,coffee cup,component,0.9841548541200468,0.866937122269041,0.5975519142912104
Qwen3.5-9B-it,ordinary_two_word_control,coffee cup,word_by_word,0.9511218701167911,0.715303055477271,0.45747416453333184
Qwen3.5-9B-it,ordinary_two_word_control,coffee cup,random,0.8592130406131615,0.5678561615132054,0.617894185238575
Qwen3.5-9B-it,ordinary_two_word_control,wooden chair,synonym,0.9295468684914301,0.7438130393001704,0.7428719357258606
Qwen3.5-9B-it,ordinary_two_word_control,wooden chair,component,0.9382079440400714,0.6193758052069462,0.6645388185001029
Qwen3.5-9B-it,ordinary_two_word_control,wooden chair,word_by_word,0.9382180893470556,0.764092064248962,0.8953981436948679
Qwen3.5-9B-it,ordinary_two_word_control,wooden chair,random,0.8665134217840947,0.6027308738099394,0.7167258054195937
Qwen3.5-9B-it,ordinary_two_word_control,summer rain,synonym,0.8423920323855082,0.5739746921353046,0.6916370098198326
Qwen3.5-9B-it,ordinary_two_word_control,summer rain,component,0.9523474964149518,0.7153779678510197,0.7259305591518785
Qwen3.5-9B-it,ordinary_two_word_control,summer rain,word_by_word,0.9004850874960798,0.6463022243348228,0.7151870588843742
Qwen3.5-9B-it,ordinary_two_word_control,summer rain,random,0.8228635466459253,0.4748031881745812,0.44093067857325496
Qwen3.5-9B-it,ordinary_two_word_control,city park,synonym,0.8707461417550206,0.6059804442015332,0.7330083305598927
Qwen3.5-9B-it,ordinary_two_word_control,city park,component,0.9382486099238863,0.8463022021003906,0.7376335504735698
Qwen3.5-9B-it,ordinary_two_word_control,city park,word_by_word,0.8910771033160427,0.6047064986389152,0.6234737903273887
Qwen3.5-9B-it,ordinary_two_word_control,city park,random,0.7374984641393453,0.5005156507185536,0.6114802250306374
Qwen3.5-9B-it,ordinary_two_word_control,glass bottle,synonym,0.9319657134904243,0.7105283372057914,0.7811965689220728
Qwen3.5-9B-it,ordinary_two_word_control,glass bottle,component,0.9536904107037978,0.7872279284451517,0.663292632741229
Qwen3.5-9B-it,ordinary_two_word_control,glass bottle,word_by_word,0.8900482702017767,0.6930465151630386,0.6951414680418986
Qwen3.5-9B-it,ordinary_two_word_control,glass bottle,random,0.8711696492928164,0.5652837555715327,0.659603438540302
Qwen3.5-9B-it,ordinary_two_word_control,school bus,synonym,0.8963684428374057,0.6738821270852582,0.702805688029467
Qwen3.5-9B-it,ordinary_two_word_control,school bus,component,0.9335393908345723,0.7344872078593496,0.6006671088335173
Qwen3.5-9B-it,ordinary_two_word_control,school bus,word_by_word,0.869723342665343,0.6219930927553835,0.6488052871340484
Qwen3.5-9B-it,ordinary_two_word_control,school bus,random,0.7496636736732836,0.49644432685067774,0.5841165792445147
Qwen3.5-9B-it,ordinary_two_word_control,paper bag,synonym,0.9815219677786768,0.9354343942612747,0.9490007155495767
Qwen3.5-9B-it,ordinary_two_word_control,paper bag,component,0.9525598384097409,0.672473441436412,0.6058876294955865
Qwen3.5-9B-it,ordinary_two_word_control,paper bag,word_by_word,0.8559112299117099,0.49054217934938976,0.639264174274085
Qwen3.5-9B-it,ordinary_two_word_control,paper bag,random,0.833712407477738,0.5522728047247771,0.5912124494752872
Qwen3.5-9B-it,ordinary_two_word_control,kitchen knife,synonym,0.9138976369955193,0.6894875178872071,0.712763302543594
Qwen3.5-9B-it,ordinary_two_word_control,kitchen knife,component,0.9433882271549108,0.7296026700429036,0.639116211366499
Qwen3.5-9B-it,ordinary_two_word_control,kitchen knife,word_by_word,0.9190454617546713,0.6898743325373533,0.6870942910392887
Qwen3.5-9B-it,ordinary_two_word_control,kitchen knife,random,0.7734847201798185,0.5087979795845087,0.5563781667510569
Qwen3.5-9B-it,ordinary_two_word_control,garden flower,synonym,0.9366864304974833,0.7320381599785818,0.7068354104310296
Qwen3.5-9B-it,ordinary_two_word_control,garden flower,component,0.9419800971121617,0.7711527290917479,0.6385682689837575
Qwen3.5-9B-it,ordinary_two_word_control,garden flower,word_by_word,0.9089145430839587,0.6302638105557553,0.7083868134830276
Qwen3.5-9B-it,ordinary_two_word_control,garden flower,random,0.8495748462048232,0.5779387024192002,0.6257380106880114
Qwen3.5-9B-it,ordinary_two_word_control,ocean wave,synonym,0.9094472021969942,0.7673082004462489,0.7407697578353133
Qwen3.5-9B-it,ordinary_two_word_control,ocean wave,component,0.8853375990605808,0.6516979473514093,0.6559911378147513
Qwen3.5-9B-it,ordinary_two_word_control,ocean wave,word_by_word,0.8607840031013643,0.547433675034521,0.6212033085130232
Qwen3.5-9B-it,ordinary_two_word_control,ocean wave,random,0.7680040901604294,0.514917602585359,0.5664065184029738
Qwen3.5-9B-it,ordinary_two_word_control,train station,synonym,0.9036255260848658,0.7869051024700688,0.8283781826530378
Qwen3.5-9B-it,ordinary_two_word_control,train station,component,0.8856112779713575,0.7089218261861081,0.7519071185923165
Qwen3.5-9B-it,ordinary_two_word_control,train station,word_by_word,0.8857972378461453,0.7329160774294995,0.8325967719441931
Qwen3.5-9B-it,ordinary_two_word_control,train station,random,0.7788996997021178,0.4533007667290301,0.6113605757300152
Qwen3.5-9B-it,ordinary_two_word_control,computer screen,synonym,0.9608786227075412,0.7035330110700542,0.6196835129797124
Qwen3.5-9B-it,ordinary_two_word_control,computer screen,component,0.9641299126999981,0.7720509403419962,0.711338060868092
Qwen3.5-9B-it,ordinary_two_word_control,computer screen,word_by_word,0.9377963023407826,0.6598978809140318,0.7041159935779243
Qwen3.5-9B-it,ordinary_two_word_control,computer screen,random,0.793808070826199,0.5765028240335437,0.6211080484650309
Qwen3.5-9B-it,ordinary_two_word_control,stone bridge,synonym,0.8613873711398641,0.6299524684828133,0.7203460690521905
Qwen3.5-9B-it,ordinary_two_word_control,stone bridge,component,0.952241230701634,0.7065627713936825,0.809549720249864
Qwen3.5-9B-it,ordinary_two_word_control,stone bridge,word_by_word,0.8920937704263383,0.652850095038162,0.663887026680172
Qwen3.5-9B-it,ordinary_two_word_control,stone bridge,random,0.8100259342042562,0.48462521162325906,0.6447241631676216
Qwen3.5-9B-it,ordinary_two_word_control,plastic box,synonym,0.9067443303771648,0.5696462740307604,0.6686258039318418
Qwen3.5-9B-it,ordinary_two_word_control,plastic box,component,0.9122373299233141,0.5995049295146134,0.6102026869676416
Qwen3.5-9B-it,ordinary_two_word_control,plastic box,word_by_word,0.8753554458257627,0.6293200060334756,0.6331729564002704
Qwen3.5-9B-it,ordinary_two_word_control,plastic box,random,0.8109961868813759,0.45331226987439305,0.5900904082820952
Qwen3.5-9B-it,ordinary_two_word_control,winter coat,synonym,0.957091727531881,0.7792125272321939,0.8338659962165581
Qwen3.5-9B-it,ordinary_two_word_control,winter coat,component,0.9433668307982463,0.5894373371709878,0.6717072601003814
Qwen3.5-9B-it,ordinary_two_word_control,winter coat,word_by_word,0.8920258559662911,0.6972594830215002,0.7542678722036293
Qwen3.5-9B-it,ordinary_two_word_control,winter coat,random,0.8265275324090958,0.5782505841934257,0.6457220424910847
