model,group,case,variant,sentence_sim,contextual_span_sim,isolated_phrase_sim
Qwen3.5-2B-it,idiomatic_nc,loose cannon,component,0.9418641590618403,0.5728544282539721,0.5585195683404758
Qwen3.5-2B-it,idiomatic_nc,loose cannon,word_by_word,0.9322429737544856,0.6760327329679339,0.6099680469505314
Qwen3.5-2B-it,idiomatic_nc,loose cannon,random,0.9338056104072232,0.6238522250416138,0.6341263318496195
Qwen3.5-2B-it,idiomatic_nc,golden handshake,synonym,0.9129950252676583,0.6159584641169252,0.6225459694043289
Qwen3.5-2B-it,idiomatic_nc,golden handshake,component,0.9482763384472128,0.6232171729669566,0.6218958275547489
Qwen3.5-2B-it,idiomatic_nc,golden handshake,word_by_word,0.9446891631708632,0.6764215827618237,0.6121809883835531
Qwen3.5-2B-it,idiomatic_nc,golden handshake,random,0.9237775785056448,0.5544698234419885,0.5788860686334139
Qwen3.5-2B-it,idiomatic_nc,paper tiger,synonym,0.9319607229909773,0.6071123928231514,0.5853046507115073
Qwen3.5-2B-it,idiomatic_nc,paper tiger,component,0.9300183101652292,0.5866831476718359,0.7427160866371534
Qwen3.5-2B-it,idiomatic_nc,paper tiger,word_by_word,0.9276289992896362,0.6744392244060723,0.4359150344521155
Qwen3.5-2B-it,idiomatic_nc,paper tiger,random,0.9074221916307923,0.6075830867193582,0.6860386483256365
Qwen3.5-2B-it,idiomatic_nc,smoking gun,synonym,0.9568389547694574,0.6679090134383026,0.5367883069817687
Qwen3.5-2B-it,idiomatic_nc,smoking gun,component,0.9161505577635007,0.5332046497812508,0.5126609859295302
Qwen3.5-2B-it,idiomatic_nc,smoking gun,word_by_word,0.9506741074731812,0.736025246311741,0.7004223847331962
Qwen3.5-2B-it,idiomatic_nc,smoking gun,random,0.8874493856416249,0.5299921883091072,0.6381326371174034
Qwen3.5-2B-it,compositional_nc,economic aid,synonym,0.9636116399544952,0.8206154669366339,0.7949646830229552
Qwen3.5-2B-it,compositional_nc,economic aid,component,0.9819164853789992,0.8231424948562924,0.5452489543354957
Qwen3.5-2B-it,compositional_nc,economic aid,word_by_word,0.9451853194303795,0.7555783568813291,0.7233177421521593
Qwen3.5-2B-it,compositional_nc,economic aid,random,0.8652662340626659,0.4593471933589084,0.4257008513028152
Qwen3.5-2B-it,compositional_nc,research lab,synonym,0.9908356109550323,0.9449307619379903,0.9150713489886096
Qwen3.5-2B-it,compositional_nc,research lab,component,0.9836514267277365,0.8164939343618601,0.5328606572436462
Qwen3.5-2B-it,compositional_nc,research lab,word_by_word,0.9632139064595391,0.8051940615474853,0.6729367607774575
Qwen3.5-2B-it,compositional_nc,research lab,random,0.9427872148982085,0.6858377305903782,0.5406664020946884
Qwen3.5-2B-it,compositional_nc,climate policy,synonym,0.9849795842959184,0.8633112557401635,0.7762304602984353
Qwen3.5-2B-it,compositional_nc,climate policy,component,0.9706965454830875,0.7308908254324404,0.7055728786704617
Qwen3.5-2B-it,compositional_nc,climate policy,word_by_word,0.9385167707330843,0.7040577367832012,0.631622830887872
Qwen3.5-2B-it,compositional_nc,climate policy,random,0.9090302779421516,0.46021153487744515,0.4368596337067292
Qwen3.5-2B-it,compositional_nc,medical school,synonym,0.9925535740964548,0.9770114991276991,0.9658908620796047
Qwen3.5-2B-it,compositional_nc,medical school,component,0.935089955933454,0.6827343950007543,0.6750015966569343
Qwen3.5-2B-it,compositional_nc,medical school,word_by_word,0.9601352076039401,0.7532061829230006,0.761434517434089
Qwen3.5-2B-it,compositional_nc,medical school,random,0.8547167196708613,0.48763152340831645,0.49795463856883665
Qwen3.5-2B-it,compositional_nc,mountain village,synonym,0.9636444552293572,0.7505423743779689,0.7239488769284697
Qwen3.5-2B-it,compositional_nc,mountain village,component,0.985384532138324,0.8707177380578529,0.6652618303287279
Qwen3.5-2B-it,compositional_nc,mountain village,word_by_word,0.9668213189665107,0.8119443645953937,0.7311056142831255
Qwen3.5-2B-it,compositional_nc,mountain village,random,0.9206994002512595,0.46875133612151254,0.5691857948016731
Qwen3.5-2B-it,compositional_nc,solar panel,synonym,0.954772224753197,0.803750786677248,0.7259796265662045
Qwen3.5-2B-it,compositional_nc,solar panel,component,0.9353567100870704,0.6482751426746368,0.5915738911091277
Qwen3.5-2B-it,compositional_nc,solar panel,word_by_word,0.9470307997946916,0.7611198668264473,0.6825545677175472
Qwen3.5-2B-it,compositional_nc,solar panel,random,0.8801147067241586,0.4773474050010168,0.5613607593440798
Qwen3.5-2B-it,compositional_nc,election result,synonym,0.9814229606073478,0.849164734696663,0.8003526506009186
Qwen3.5-2B-it,compositional_nc,election result,component,0.9758866508818219,0.7565222688364112,0.5654179893812207
Qwen3.5-2B-it,compositional_nc,election result,word_by_word,0.9778048875075543,0.8284732051059133,0.7457281445619098
Qwen3.5-2B-it,compositional_nc,election result,random,0.9165914094314709,0.49128717121213356,0.4604454045406876
Qwen3.5-2B-it,compositional_nc,airport security,synonym,0.9718756602268778,0.8791146958539302,0.7806633411302886
Qwen3.5-2B-it,compositional_nc,airport security,component,0.9500743896653995,0.7950193682216213,0.6945978858315024
Qwen3.5-2B-it,compositional_nc,airport security,word_by_word,0.9152930640682541,0.6894327044573009,0.6505038827363847
Qwen3.5-2B-it,compositional_nc,airport security,random,0.8457571119881903,0.5392472890141295,0.5618258401620778
Qwen3.5-2B-it,compositional_nc,language teacher,synonym,0.9839949438635944,0.9645773189160048,0.9653621076473233
Qwen3.5-2B-it,compositional_nc,language teacher,component,0.9590687716756076,0.752527755063967,0.7827699969316119
Qwen3.5-2B-it,compositional_nc,language teacher,word_by_word,0.9501762692772231,0.7531140530871095,0.6481748873864167
Qwen3.5-2B-it,compositional_nc,language teacher,random,0.7721628188015998,0.46207677856142754,0.5270511377754689
Qwen3.5-2B-it,compositional_nc,water bottle,synonym,0.9573236491677142,0.7151404653599043,0.6915096331663014
Qwen3.5-2B-it,compositional_nc,water bottle,component,0.9607131396663118,0.7013629464740551,0.6424452029939149
Qwen3.5-2B-it,compositional_nc,water bottle,word_by_word,0.937170636679153,0.6928622285337387,0.7178323491496814
Qwen3.5-2B-it,compositional_nc,water bottle,random,0.8906261899119643,0.5376035212329638,0.5300110441042711
Qwen3.5-2B-it,compositional_nc,history book,synonym,0.9660018060320205,0.7819527678518763,0.7527787957225663
Qwen3.5-2B-it,compositional_nc,history book,component,0.9845006296112159,0.8151836203918049,0.7157217602791994
Qwen3.5-2B-it,compositional_nc,history book,word_by_word,0.9224616237537048,0.6161514264019091,0.6836838069557384
Qwen3.5-2B-it,compositional_nc,history book,random,0.9251879518397751,0.5960538404856095,0.5468591019034666
Qwen3.5-2B-it,compositional_nc,river bridge,synonym,0.974377574137732,0.8243502088771592,0.7810597222134591
Qwen3.5-2B-it,compositional_nc,river bridge,component,0.9866559047943646,0.876855013620764,0.7788578805720687
Qwen3.5-2B-it,compositional_nc,river bridge,word_by_word,0.9577277745878606,0.7894268229779963,0.7060459333460648
Qwen3.5-2B-it,compositional_nc,river bridge,random,0.9364168206700012,0.5652978917455476,0.5709033360969763
Qwen3.5-2B-it,compositional_nc,hospital room,synonym,0.9809730317508795,0.8207969041332893,0.8038817874458506
Qwen3.5-2B-it,compositional_nc,hospital room,component,0.9872513449304626,0.8761205777677951,0.6877968704959387
Qwen3.5-2B-it,compositional_nc,hospital room,word_by_word,0.9813684263178516,0.8765685620789124,0.722390321006351
Qwen3.5-2B-it,compositional_nc,hospital room,random,0.9440262442149653,0.6109671709821394,0.570670309889209
Qwen3.5-2B-it,compositional_nc,village market,synonym,0.9793458969430855,0.8124827304627043,0.7602086699028875
Qwen3.5-2B-it,compositional_nc,village market,component,0.9884485013261346,0.8982986681903284,0.6217531511307949
Qwen3.5-2B-it,compositional_nc,village market,word_by_word,0.9610145799805486,0.7852255311113354,0.6620533418713087
Qwen3.5-2B-it,compositional_nc,village market,random,0.940719056984644,0.544195814147448,0.5279965097296159
Qwen3.5-2B-it,compositional_nc,data center,synonym,0.97884757173065,0.7896712806078738,0.6403402563580899
Qwen3.5-2B-it,compositional_nc,data center,component,0.9587532559204631,0.6081348363473613,0.6114965881600564
Qwen3.5-2B-it,compositional_nc,data center,word_by_word,0.9619386910837229,0.7938052385236581,0.7155847771334093
Qwen3.5-2B-it,compositional_nc,data center,random,0.9156914054815803,0.5190616361178904,0.5120071894646079
Qwen3.5-2B-it,compositional_nc,music festival,synonym,0.9782287007369563,0.8373771192902058,0.8257463215885783
Qwen3.5-2B-it,compositional_nc,music festival,component,0.9797475819127875,0.8445765975648973,0.7257839588876822
Qwen3.5-2B-it,compositional_nc,music festival,word_by_word,0.9673540640964106,0.8182683147863578,0.7010870790863444
Qwen3.5-2B-it,compositional_nc,music festival,random,0.9230945365605618,0.5642035083364882,0.5755477300060828
Qwen3.5-2B-it,single_word_control,doctor,synonym,0.9661800477487565,0.8101013141427248,0.6484612709426211
Qwen3.5-2B-it,single_word_control,doctor,related,0.8443573925317117,0.5058972813632957,0.5476751471005507
Qwen3.5-2B-it,single_word_control,doctor,random,0.8675996864827978,0.3737589855593109,0.5278773121203064
Qwen3.5-2B-it,single_word_control,apple,synonym,0.9812323242751447,0.709881716562216,0.6154948200573968
Qwen3.5-2B-it,single_word_control,apple,related,0.9903642830354035,0.8581727475343565,0.4257559105401119
Qwen3.5-2B-it,single_word_control,apple,random,0.907954871220874,0.537906327045335,0.49752784475389566
Qwen3.5-2B-it,single_word_control,teacher,synonym,0.9564816191788056,0.8325040097392231,0.6694010002727048
Qwen3.5-2B-it,single_word_control,teacher,related,0.9659501952518927,0.8372733417438337,0.6053954547541106
Qwen3.5-2B-it,single_word_control,teacher,random,0.8325366854991048,0.37059619442203023,0.47603548741231105
Qwen3.5-2B-it,single_word_control,lawyer,synonym,0.9715443769429687,0.7815593368425858,0.6843279991773276
Qwen3.5-2B-it,single_word_control,lawyer,related,0.9368637140942397,0.7521230325174094,0.648465634218585
Qwen3.5-2B-it,single_word_control,lawyer,random,0.8489205352616335,0.4020000563685965,0.4808791806240138
Qwen3.5-2B-it,single_word_control,river,synonym,0.9688872180509168,0.6033659184897839,0.7289129112771846
Qwen3.5-2B-it,single_word_control,river,related,0.9611399387851515,0.599790026791599,0.5717660308999247
Qwen3.5-2B-it,single_word_control,river,random,0.7826681846165947,0.3828118498214988,0.5095056633868497
Qwen3.5-2B-it,single_word_control,city,synonym,0.9597776591410961,0.5330612851527863,0.4340824907426457
Qwen3.5-2B-it,single_word_control,city,related,0.9742399436858574,0.7857989198891693,0.8067114572424469
Qwen3.5-2B-it,single_word_control,city,random,0.8993008186783603,0.3981754382155198,0.474462396279817
Qwen3.5-2B-it,single_word_control,storm,synonym,0.9263876328393585,0.539190117982809,0.5806313343558787
Qwen3.5-2B-it,single_word_control,storm,related,0.9655611640188626,0.7306094646000904,0.7840524094268644
Qwen3.5-2B-it,single_word_control,storm,random,0.8604822075512911,0.28353890891227973,0.4489118573063985
Qwen3.5-2B-it,single_word_control,idea,synonym,0.9827040650334811,0.7444795778062758,0.6069597640442067
Qwen3.5-2B-it,single_word_control,idea,related,0.9449075705602203,0.6047050390247635,0.5055019693759472
Qwen3.5-2B-it,single_word_control,idea,random,0.7532203880805785,0.29035543075741227,0.5362024956203042
Qwen3.5-2B-it,single_word_control,problem,synonym,0.9536452252050501,0.677501923149092,0.7143341811321082
Qwen3.5-2B-it,single_word_control,problem,related,0.9647363524860888,0.7722019036693709,0.6853578382867948
Qwen3.5-2B-it,single_word_control,problem,random,0.8814815821920632,0.26180445716682094,0.44209323670331074
Qwen3.5-2B-it,single_word_control,music,synonym,0.9549596220075888,0.573144815517129,0.55290595769668
Qwen3.5-2B-it,single_word_control,music,related,0.9391053043426,0.5353980959340207,0.6852421074491677
Qwen3.5-2B-it,single_word_control,music,random,0.8431269206575356,0.40612944657652783,0.4187072163232705
Qwen3.5-2B-it,single_word_control,letter,synonym,0.9509906343788416,0.45514234415923466,0.53532782250066
Qwen3.5-2B-it,single_word_control,letter,related,0.9376032757849451,0.4743433682465519,0.5477373725042747
Qwen3.5-2B-it,single_word_control,letter,random,0.8404433632493646,0.34524069109958244,0.3790109503357202
Qwen3.5-2B-it,single_word_control,machine,synonym,0.9600918557194861,0.6936904071395569,0.6983494573199007
Qwen3.5-2B-it,single_word_control,machine,related,0.9381330469391763,0.6027995550479475,0.572958428105772
Qwen3.5-2B-it,single_word_control,machine,random,0.8019067341094711,0.40118882165902925,0.5638366464747488
Qwen3.5-2B-it,single_word_control,road,synonym,0.9648716417073016,0.6125088959240444,0.7318760359785357
Qwen3.5-2B-it,single_word_control,road,related,0.966836760656245,0.6852541563219428,0.629239311203018
Qwen3.5-2B-it,single_word_control,road,random,0.8828637687415495,0.3123900355518082,0.4150106354676185
Qwen3.5-2B-it,single_word_control,flower,synonym,0.9628791098842571,0.5935013763502105,0.6085788503623117
Qwen3.5-2B-it,single_word_control,flower,related,0.9708706197339678,0.6268870969477602,0.6555853383689324
Qwen3.5-2B-it,single_word_control,flower,random,0.883384933411639,0.4528731632447751,0.6235146367801487
Qwen3.5-2B-it,single_word_control,ocean,synonym,0.9698270048883435,0.6539056612409951,0.5647160717123975
Qwen3.5-2B-it,single_word_control,ocean,related,0.9493322932991345,0.6131737677501056,0.5545600862708236
Qwen3.5-2B-it,single_word_control,ocean,random,0.8405047182683144,0.31759644000234083,0.49303381454143197
Qwen3.5-2B-it,single_word_control,child,synonym,0.9586858860827893,0.6999264999462091,0.7024344178281225
Qwen3.5-2B-it,single_word_control,child,related,0.9554229413965203,0.6771461922609866,0.6076273149218506
Qwen3.5-2B-it,single_word_control,child,random,0.8475744072723539,0.4591782537106604,0.49747973326321554
Qwen3.5-2B-it,ordinary_two_word_control,red car,synonym,0.8783520528452962,0.6950401471566059,0.6493629660363364
Qwen3.5-2B-it,ordinary_two_word_control,red car,component,0.9620179768797238,0.6697363629244929,0.733882333446371
Qwen3.5-2B-it,ordinary_two_word_control,red car,word_by_word,0.8983480084698005,0.6236365675583125,0.6287673720034944
Qwen3.5-2B-it,ordinary_two_word_control,red car,random,0.8247530338300706,0.510381261753633,0.45627065433054126
Qwen3.5-2B-it,ordinary_two_word_control,coffee cup,synonym,0.9831357173024194,0.8107741166514743,0.4444992690126593
Qwen3.5-2B-it,ordinary_two_word_control,coffee cup,component,0.9811268177644972,0.8416071138279365,0.5840510338447711
Qwen3.5-2B-it,ordinary_two_word_control,coffee cup,word_by_word,0.9280081159068642,0.6333904724435637,0.4272847688411776
Qwen3.5-2B-it,ordinary_two_word_control,coffee cup,random,0.8553175979861077,0.5234733873353231,0.5413141819855002
Qwen3.5-2B-it,ordinary_two_word_control,wooden chair,synonym,0.9219836461136354,0.7697869527039796,0.7339853628048159
Qwen3.5-2B-it,ordinary_two_word_control,wooden chair,component,0.9597974854983271,0.7046436670139654,0.6112955691237636
Qwen3.5-2B-it,ordinary_two_word_control,wooden chair,word_by_word,0.931025712238644,0.7735814450219279,0.8577036854712565
Qwen3.5-2B-it,ordinary_two_word_control,wooden chair,random,0.8735918290872001,0.5783681984764721,0.6581438438089854
Qwen3.5-2B-it,ordinary_two_word_control,summer rain,synonym,0.8534462982176784,0.5131408721667233,0.6579638942579848
Qwen3.5-2B-it,ordinary_two_word_control,summer rain,component,0.9566799205457268,0.7658910922890693,0.7022215415757056
Qwen3.5-2B-it,ordinary_two_word_control,summer rain,word_by_word,0.866428001191368,0.6113350503523977,0.6781383714821203
Qwen3.5-2B-it,ordinary_two_word_control,summer rain,random,0.8176264200782191,0.43969802032992106,0.3516393214149869
Qwen3.5-2B-it,ordinary_two_word_control,city park,synonym,0.9280725786732594,0.6964475683242122,0.707369365577143
Qwen3.5-2B-it,ordinary_two_word_control,city park,component,0.9729000497710165,0.8480020281329066,0.7232938375334805
Qwen3.5-2B-it,ordinary_two_word_control,city park,word_by_word,0.9092350759056728,0.5968203132750447,0.6111700267656962
Qwen3.5-2B-it,ordinary_two_word_control,city park,random,0.8318944438813001,0.57410601304371,0.5479228070159073
Qwen3.5-2B-it,ordinary_two_word_control,glass bottle,synonym,0.9369562085120154,0.7511167212873289,0.6970605187335548
Qwen3.5-2B-it,ordinary_two_word_control,glass bottle,component,0.9652370855471534,0.8176440103722453,0.6718093422000743
Qwen3.5-2B-it,ordinary_two_word_control,glass bottle,word_by_word,0.9150718512946308,0.703377190310072,0.6982389663490394
Qwen3.5-2B-it,ordinary_two_word_control,glass bottle,random,0.8842654022934432,0.5757076224253893,0.6210331023627903
Qwen3.5-2B-it,ordinary_two_word_control,school bus,synonym,0.9132350521906003,0.7104697442770347,0.6740849428119007
Qwen3.5-2B-it,ordinary_two_word_control,school bus,component,0.9463798500258145,0.7756320257297559,0.6128456046423595
Qwen3.5-2B-it,ordinary_two_word_control,school bus,word_by_word,0.8815303837516247,0.6244212963129092,0.6748577400170569
Qwen3.5-2B-it,ordinary_two_word_control,school bus,random,0.7674480998618703,0.5431175534787374,0.5984609225658398
Qwen3.5-2B-it,ordinary_two_word_control,paper bag,synonym,0.9811477685353622,0.9453372884904246,0.9479587924162917
Qwen3.5-2B-it,ordinary_two_word_control,paper bag,component,0.9302036501053709,0.6174297575319497,0.6122538615925692
Qwen3.5-2B-it,ordinary_two_word_control,paper bag,word_by_word,0.86475657539141,0.5108197911469903,0.6375171465005709
Qwen3.5-2B-it,ordinary_two_word_control,paper bag,random,0.7443607911465219,0.4442469377127256,0.5697977838615984
Qwen3.5-2B-it,ordinary_two_word_control,kitchen knife,synonym,0.9495094364396438,0.7937545422826314,0.7528730400048159
Qwen3.5-2B-it,ordinary_two_word_control,kitchen knife,component,0.9445697641027089,0.7343695980843973,0.71743915257081
Qwen3.5-2B-it,ordinary_two_word_control,kitchen knife,word_by_word,0.9379810997372627,0.7189337369349417,0.6817126515916724
Qwen3.5-2B-it,ordinary_two_word_control,kitchen knife,random,0.8480281693085433,0.5317098729514605,0.5035993602979414
Qwen3.5-2B-it,ordinary_two_word_control,garden flower,synonym,0.9384972867075534,0.7112749211235208,0.7382660938816725
Qwen3.5-2B-it,ordinary_two_word_control,garden flower,component,0.9540726457493696,0.7764058825178611,0.7140836923779723
Qwen3.5-2B-it,ordinary_two_word_control,garden flower,word_by_word,0.9079283026969047,0.6713127024969876,0.6970314055097881
Qwen3.5-2B-it,ordinary_two_word_control,garden flower,random,0.8443595286181975,0.6017414435856075,0.6085426206843265
Qwen3.5-2B-it,ordinary_two_word_control,ocean wave,synonym,0.9246330198488831,0.777682711433252,0.6987109542773888
Qwen3.5-2B-it,ordinary_two_word_control,ocean wave,component,0.9348579183822184,0.6428801740677045,0.5989387918492766
Qwen3.5-2B-it,ordinary_two_word_control,ocean wave,word_by_word,0.8948766452034123,0.5227525558189839,0.610444942328851
Qwen3.5-2B-it,ordinary_two_word_control,ocean wave,random,0.8070552999395199,0.5497557448627007,0.5060255113914908
Qwen3.5-2B-it,ordinary_two_word_control,train station,synonym,0.9166426811316672,0.7673891767108705,0.8182102356751118
Qwen3.5-2B-it,ordinary_two_word_control,train station,component,0.8834583834771265,0.7061976288066679,0.7249067595230498
Qwen3.5-2B-it,ordinary_two_word_control,train station,word_by_word,0.9018771433461337,0.7372017682346906,0.7977135780482865
Qwen3.5-2B-it,ordinary_two_word_control,train station,random,0.7899104720559037,0.44381796945030033,0.5528089020944211
Qwen3.5-2B-it,ordinary_two_word_control,computer screen,synonym,0.9423572321388464,0.6380277872109833,0.5793657956282176
Qwen3.5-2B-it,ordinary_two_word_control,computer screen,component,0.9558675378869125,0.7373855891827735,0.6874272977529547
Qwen3.5-2B-it,ordinary_two_word_control,computer screen,word_by_word,0.9346258427100063,0.6458647945811443,0.7024062926054353
Qwen3.5-2B-it,ordinary_two_word_control,computer screen,random,0.8364055768435791,0.5353308778295097,0.5755863274752906
Qwen3.5-2B-it,ordinary_two_word_control,stone bridge,synonym,0.9032182908849852,0.6583329871598652,0.7025828941149459
Qwen3.5-2B-it,ordinary_two_word_control,stone bridge,component,0.965751960186398,0.7445887645255589,0.7629624904612758
Qwen3.5-2B-it,ordinary_two_word_control,stone bridge,word_by_word,0.9103520851349147,0.6842143895694899,0.6617077383630761
Qwen3.5-2B-it,ordinary_two_word_control,stone bridge,random,0.8701995257732956,0.574514652582211,0.6027245156823068
Qwen3.5-2B-it,ordinary_two_word_control,plastic box,synonym,0.8844324515922304,0.6262101567865375,0.6388446040952995
Qwen3.5-2B-it,ordinary_two_word_control,plastic box,component,0.9252585748532077,0.656582404513473,0.6340306436125284
Qwen3.5-2B-it,ordinary_two_word_control,plastic box,word_by_word,0.8939834130013541,0.6776325642553774,0.6258369373740595
Qwen3.5-2B-it,ordinary_two_word_control,plastic box,random,0.7591888813247281,0.4381214156297319,0.48975001720730915
Qwen3.5-2B-it,ordinary_two_word_control,winter coat,synonym,0.9544879377299783,0.8105887752763388,0.8372519167663581
Qwen3.5-2B-it,ordinary_two_word_control,winter coat,component,0.9481901254662252,0.5575591977356773,0.6687437813392705
Qwen3.5-2B-it,ordinary_two_word_control,winter coat,word_by_word,0.929429824062916,0.6798032532045108,0.7504175683209462
Qwen3.5-2B-it,ordinary_two_word_control,winter coat,random,0.8847754045450602,0.49745759617887175,0.6097906586602054
