id,mweId,canonicalForm,provisionalClass,sentence,targetSurface,sourceId,sourceRecordId,sourceName,sourceUrl,author,license,licenseReviewStatus,senseReviewStatus,reviewStatus,datasetStatus,selectedSlot
TR-NC-006-tatoeba-6825177,TR-NC-006,arka bahçe,I,Sami'nin arka bahçesi berbat durumda.,arka bahçesi,SRC-002,6825177,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/6825177,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-6844316,TR-NC-006,arka bahçe,I,Tom arka bahçesinde bir tavşan gördü.,arka bahçesinde,SRC-002,6844316,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/6844316,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-6848406,TR-NC-006,arka bahçe,I,Tom büyükbabasının ona verdiği altın sikkeleri arka bahçesine gömdü.,arka bahçesine,SRC-002,6848406,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/6848406,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-6850600,TR-NC-006,arka bahçe,I,Tom arka bahçesinde birkaç tavşan gördü.,arka bahçesinde,SRC-002,6850600,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/6850600,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-6850602,TR-NC-006,arka bahçe,I,Tom arka bahçesinde bazı tavşanlar gördü.,arka bahçesinde,SRC-002,6850602,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/6850602,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-6855251,TR-NC-006,arka bahçe,I,"Tom, Mary'nin ona verdiği kürekle arka bahçesinde bir çukur kazdı.",arka bahçesinde,SRC-002,6855251,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/6855251,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-6953669,TR-NC-006,arka bahçe,I,Arka bahçedeki çöplerden mızrak yapma.,Arka bahçedeki,SRC-002,6953669,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/6953669,duran,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-7062752,TR-NC-006,arka bahçe,I,Tom'un bisikleti neden arka bahçede?,arka bahçede,SRC-002,7062752,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7062752,duran,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-7121874,TR-NC-006,arka bahçe,I,Tom'un çalışma odası arka bahçeye bakıyor.,arka bahçeye,SRC-002,7121874,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7121874,duran,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-7252850,TR-NC-006,arka bahçe,I,Tom hâlâ arka bahçede kazı yapıyor,arka bahçede,SRC-002,7252850,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7252850,duran,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-7551349,TR-NC-006,arka bahçe,I,Tom'un arka bahçesinde küçük bir şeftali ağacı var.,arka bahçesinde,SRC-002,7551349,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7551349,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-7551350,TR-NC-006,arka bahçe,I,Tom'un arka bahçesinde şeftali ağacı var.,arka bahçesinde,SRC-002,7551350,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7551350,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-7577824,TR-NC-006,arka bahçe,I,Tom'un arka bahçesinde bir köpek kulübesi var.,arka bahçesinde,SRC-002,7577824,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7577824,duran,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-7854103,TR-NC-006,arka bahçe,I,Tom arka bahçesinde neden çukur kazıyor?,arka bahçesinde,SRC-002,7854103,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7854103,soliloquist,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-8056320,TR-NC-006,arka bahçe,I,Tom köpeğini arka bahçesine gömdü.,arka bahçesine,SRC-002,8056320,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/8056320,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-8158125,TR-NC-006,arka bahçe,I,Tom arka bahçesinde eski madenî paralar buldu.,arka bahçesinde,SRC-002,8158125,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/8158125,soliloquist,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-8199393,TR-NC-006,arka bahçe,I,Tom'un arka bahçesinde bir limon ağacı var.,arka bahçesinde,SRC-002,8199393,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/8199393,soliloquist,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-8214956,TR-NC-006,arka bahçe,I,Sami arka bahçesine bir zeytin ağacı dikti.,arka bahçesine,SRC-002,8214956,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/8214956,tulin,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-8219831,TR-NC-006,arka bahçe,I,Tom ağaçlık alanda yolunu kaybedip kendini bir evin arka bahçesinde buldu.,arka bahçesinde,SRC-002,8219831,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/8219831,soliloquist,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-11631873,TR-NC-006,arka bahçe,I,Gunter arka bahçede küçük bir parti verdi.,arka bahçede,SRC-002,11631873,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/11631873,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-11660519,TR-NC-006,arka bahçe,I,Stefan bisikletini Amelia'nın arka bahçesine koydu.,arka bahçesine,SRC-002,11660519,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/11660519,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-11663136,TR-NC-006,arka bahçe,I,Arka bahçenin kapısı hafifçe açıktı.,Arka bahçenin,SRC-002,11663136,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/11663136,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-11663142,TR-NC-006,arka bahçe,I,Stefan'ın arka bahçesi kelimenin tam anlamıyla kocamandır.,arka bahçesi,SRC-002,11663142,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/11663142,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-11673728,TR-NC-006,arka bahçe,I,Alberto arka bahçede bir rakun gördü.,arka bahçede,SRC-002,11673728,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/11673728,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-11674169,TR-NC-006,arka bahçe,I,Tobias arka bahçedeki küçük bir ahşap kulübede saklandı.,arka bahçedeki,SRC-002,11674169,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/11674169,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
TR-NC-006-tatoeba-11674182,TR-NC-006,arka bahçe,I,Arka bahçeye işaret eden bir ok vardı.,Arka bahçeye,SRC-002,11674182,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/11674182,deyta,CC BY 2.0 FR,verified_open_license,exact_surface_match_needs_native_review,review_required,candidate,
