id,mweId,canonicalForm,kind,lexicalForm,sourceMweId,rank,frequency,averageFrequency,targetAverageFrequency,logFrequencyDelta,reviewStatus,semanticReviewStatus,grammarReviewStatus,source,sourceId,license,licenseReviewStatus,notes
TR-NC-002-tatoeba-rand-01,TR-NC-002,açık çek,P_Rand,telefon numarası,TR-NC-212,1,50.036626272403154,146.5230238872881,153.42771962738675,0.04574189499276926,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-02,TR-NC-002,açık çek,P_Rand,soğuk savaş,TR-NC-161,2,5.111268275137957,161.58781459295787,153.42771962738675,0.051492100560448506,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-03,TR-NC-002,açık çek,P_Rand,hayat arkadaşı,TR-NC-119,3,2.152112957952824,163.2018993114225,153.42771962738675,0.061370611270143094,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-04,TR-NC-002,açık çek,P_Rand,su şişesi,TR-NC-202,4,3.497183556673339,142.84649758411868,153.42771962738675,0.07097941073586966,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-05,TR-NC-002,açık çek,P_Rand,dünya evi,TR-NC-022,5,0.269014119744103,167.23711110758404,153.42771962738675,0.08564820724686939,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-06,TR-NC-002,açık çek,P_Rand,su deposu,TR-NC-225,6,0.0,140.15635638667766,153.42771962738675,0.08985796620748232,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-07,TR-NC-002,açık çek,P_Rand,söz düellosu,TR-NC-162,7,0.0,138.7216144147091,153.42771962738675,0.10007417822752629,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-08,TR-NC-002,açık çek,P_Rand,acı gerçek,TR-NC-172,8,0.538028239488206,179.16340374957258,153.42771962738675,0.15413808495666625,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-09,TR-NC-002,açık çek,P_Rand,çocuk oyuncağı,TR-NC-021,9,4.842254155393854,184.00565790496648,153.42771962738675,0.18066025513842998,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-002-tatoeba-rand-10,TR-NC-002,açık çek,P_Rand,soğuk duş,TR-NC-069,10,0.269014119744103,127.78170687844892,153.42771962738675,0.18160737650014536,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-01,TR-NC-003,ağır top,P_Rand,beyaz perde,TR-NC-014,1,0.269014119744103,64.11503187234455,63.21831813986421,0.013866927618678027,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-02,TR-NC-003,ağır top,P_Rand,trafik ışığı,TR-NC-201,2,4.842254155393854,61.96291891439173,63.21831813986421,0.019742534833853576,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-03,TR-NC-003,ağır top,P_Rand,ekmek bıçağı,TR-NC-270,3,0.269014119744103,61.424890674903516,63.21831813986421,0.02832441441743594,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-04,TR-NC-003,ağır top,P_Rand,çay kaşığı,TR-NC-271,4,2.69014119744103,60.97653380866334,63.21831813986421,0.035532672834849954,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-05,TR-NC-003,ağır top,P_Rand,ekmek kapısı,TR-NC-023,5,0.269014119744103,60.88686243541531,63.21831813986421,0.03698058063704135,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-06,TR-NC-003,ağır top,P_Rand,tezgâh altı,TR-NC-100,6,0.538028239488206,65.90845933730523,63.21831813986421,0.04103690735509247,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-07,TR-NC-003,ağır top,P_Rand,futbol takımı,TR-NC-248,7,14.795776585925665,60.61784831567121,63.21831813986421,0.041336925322972284,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-08,TR-NC-003,ağır top,P_Rand,okul bahçesi,TR-NC-198,8,3.497183556673339,66.44648757679344,63.21831813986421,0.0490460075461705,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-09,TR-NC-003,ağır top,P_Rand,öğrenci belgesi,TR-NC-233,9,0.0,60.079820076183005,63.21831813986421,0.05010696464008646,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-003-tatoeba-rand-10,TR-NC-003,ağır top,P_Rand,güneş paneli,TR-NC-226,10,1.345070598720515,67.07418718952968,63.21831813986421,0.05830959928379453,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-01,TR-NC-004,akıl küpü,P_Rand,vergi cenneti,TR-NC-166,1,0.538028239488206,13.271363240709084,13.181691867461048,0.006303131230716463,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-02,TR-NC-004,akıl küpü,P_Rand,sokak lambası,TR-NC-258,2,1.076056478976412,13.361034613957116,13.181691867461048,0.012566781720518616,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-03,TR-NC-004,akıl küpü,P_Rand,kıl payı,TR-NC-062,3,9.684508310787708,13.002349120964979,13.181691867461048,0.012726717735906501,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-04,TR-NC-004,akıl küpü,P_Rand,beyin fırtınası,TR-NC-074,4,1.883098838208721,13.450705987205149,13.181691867461048,0.01879144298108759,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-05,TR-NC-004,akıl küpü,P_Rand,kartopu etkisi,TR-NC-103,5,0.0,12.82300637446891,13.181691867461048,0.02561749499833965,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-06,TR-NC-004,akıl küpü,P_Rand,araştırma projesi,TR-NC-192,6,0.538028239488206,12.643663627972842,13.181691867461048,0.03867661685345558,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-07,TR-NC-004,akıl küpü,P_Rand,gönül gözü,TR-NC-057,7,0.538028239488206,13.809391480197286,13.181691867461048,0.04330971136521988,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-08,TR-NC-004,akıl küpü,P_Rand,aslan payı,TR-NC-104,8,0.538028239488206,13.988734226693358,13.181691867461048,0.05534703973801092,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-09,TR-NC-004,akıl küpü,P_Rand,maaş bordrosu,TR-NC-276,9,0.807042359232309,12.195306761732672,13.181691867461048,0.07209060961347058,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-004-tatoeba-rand-10,TR-NC-004,akıl küpü,P_Rand,dip dalga,TR-NC-078,10,0.0,14.25774834643746,13.181691867461048,0.07313563468134276,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-01,TR-NC-005,altın bilezik,P_Rand,gazete ilanı,TR-NC-241,1,0.269014119744103,26.901411974410298,26.811740601162267,0.003219040622742586,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-02,TR-NC-005,altın bilezik,P_Rand,kara liste,TR-NC-121,2,1.614084718464618,26.722069227914233,26.811740601162267,0.0032294363184459662,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-03,TR-NC-005,altın bilezik,P_Rand,duvar saati,TR-NC-204,3,0.269014119744103,26.45305510817013,26.811740601162267,0.012980796362254576,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-04,TR-NC-005,altın bilezik,P_Rand,kara mizah,TR-NC-123,4,0.538028239488206,27.618782960394572,26.811740601162267,0.0286049938030839,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-05,TR-NC-005,altın bilezik,P_Rand,kör nokta,TR-NC-087,5,0.538028239488206,26.004698241929958,26.811740601162267,0.029447395498923168,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-06,TR-NC-005,altın bilezik,P_Rand,gri alan,TR-NC-082,6,0.538028239488206,25.91502686868192,26.811740601162267,0.032773505034297656,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-07,TR-NC-005,altın bilezik,P_Rand,kara tablo,TR-NC-144,7,0.0,27.79812570689064,26.811740601162267,0.03485205007645886,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-08,TR-NC-005,altın bilezik,P_Rand,kara delik,TR-NC-035,8,2.959155317185133,27.88779708013868,26.811740601162267,0.03796100425948756,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-09,TR-NC-005,altın bilezik,P_Rand,radyo programı,TR-NC-243,9,0.538028239488206,25.64601274893782,26.811740601162267,0.04281873133194081,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-005-tatoeba-rand-10,TR-NC-005,altın bilezik,P_Rand,satış raporu,TR-NC-222,10,0.0,28.15681119988278,26.811740601162267,0.047230290549687304,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-01,TR-NC-006,arka bahçe,P_Rand,umut ışığı,TR-NC-165,1,0.807042359232309,43.84930151828879,44.02864426478485,0.00399081182730221,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-02,TR-NC-006,arka bahçe,P_Rand,çürük elma,TR-NC-174,2,1.614084718464618,44.297658384528965,44.02864426478485,0.005956513379592465,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-03,TR-NC-006,arka bahçe,P_Rand,kapı kilidi,TR-NC-263,3,0.538028239488206,43.75963014504075,44.02864426478485,0.00599220614181295,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-04,TR-NC-006,arka bahçe,P_Rand,masa başı,TR-NC-041,4,0.0,43.75963014504075,44.02864426478485,0.00599220614181295,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-05,TR-NC-006,arka bahçe,P_Rand,market arabası,TR-NC-273,5,0.269014119744103,43.75963014504075,44.02864426478485,0.00599220614181295,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-06,TR-NC-006,arka bahçe,P_Rand,ayak bağı,TR-NC-008,6,2.152112957952824,43.131930532304516,44.02864426478485,0.020115257674776732,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-07,TR-NC-006,arka bahçe,P_Rand,yağlı kapı,TR-NC-051,7,0.269014119744103,45.10470074376127,44.02864426478485,0.023616086732881403,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-08,TR-NC-006,arka bahçe,P_Rand,kredi kartı,TR-NC-215,8,34.97183556673339,45.28404349025734,44.02864426478485,0.027498442170172943,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-09,TR-NC-006,arka bahçe,P_Rand,kuru kalabalık,TR-NC-149,9,0.269014119744103,42.14554542657614,44.02864426478485,0.042719648892280304,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-006-tatoeba-rand-10,TR-NC-006,arka bahçe,P_Rand,uçak bileti,TR-NC-254,10,5.918310634370266,46.091085849489644,44.02864426478485,0.044784896532055196,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-007-tatoeba-rand-01,TR-NC-007,arka kapı,P_Rand,otobüs durağı,TR-NC-208,1,30.39859553108364,70.12301387996284,71.28874173218729,0.016257433328157767,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-007-tatoeba-rand-02,TR-NC-007,arka kapı,P_Rand,merdiven altı,TR-NC-091,2,0.269014119744103,69.85399976021874,71.28874173218729,0.020046982562674565,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-007-tatoeba-rand-03,TR-NC-007,arka kapı,P_Rand,yatak odası,TR-NC-266,3,54.60986630805291,73.08216919714799,71.28874173218729,0.02450647070245804,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
TR-NC-007-tatoeba-rand-04,TR-NC-007,arka kapı,P_Rand,seyahat acentesi,TR-NC-253,4,3.497183556673339,69.49531426722662,71.28874173218729,0.02512215771099857,review_required,not_reviewed,not_reviewed,Curated TR MWE pool; Tatoeba frequency snapshot,SRC-002,Candidate form from project inventory; counts from Tatoeba CC BY 2.0 FR,mixed_inventory_and_verified_open_frequency_source,Human must confirm semantic unrelatedness and contextual grammar.
