candidate_id,mwe_id,canonical_form,kind,lexical_form,component_strategy,rank,synset_ids,definitions,examples,source_id,source_url,license,license_review_status,sense_review_status,grammar_review_status,review_status,notes
TR-NC-001-kenet-wordssyn-11,TR-NC-001,acı reçete,P_WordsSyn,barut gibi yol,modifier_synonym_plus_head_synonym,11,kenet-TUR10_0100660-a | kenet-TUR10_0032110-n,"Tadı bibere benzer nitelikte olan | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Acı kahvesini yudumluyordu. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'barut gibi'; head 'reçete' -> 'yol'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-12,TR-NC-001,acı reçete,P_WordsSyn,barut gibi çare,modifier_synonym_plus_head_synonym,12,kenet-TUR10_0100660-a | kenet-TUR10_0032110-n,"Tadı bibere benzer nitelikte olan | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Acı kahvesini yudumluyordu. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'barut gibi'; head 'reçete' -> 'çare'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-13,TR-NC-001,acı reçete,P_WordsSyn,barut gibi çözüm yolu,modifier_synonym_plus_head_synonym,13,kenet-TUR10_0100660-a | kenet-TUR10_0032110-n,"Tadı bibere benzer nitelikte olan | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Acı kahvesini yudumluyordu. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'barut gibi'; head 'reçete' -> 'çözüm yolu'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-14,TR-NC-001,acı reçete,P_WordsSyn,barut gibi çıkar yol,modifier_synonym_plus_head_synonym,14,kenet-TUR10_0100660-a | kenet-TUR10_0032110-n,"Tadı bibere benzer nitelikte olan | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Acı kahvesini yudumluyordu. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'barut gibi'; head 'reçete' -> 'çıkar yol'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-15,TR-NC-001,acı reçete,P_WordsSyn,belalı aman zaman,modifier_synonym_plus_head_synonym,15,kenet-TUR10_0002550-a | kenet-TUR10_0032110-n,"Üzüntü veren, acıklı | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Üzücü bir durum. | Cehennemi bir haber. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'belalı'; head 'reçete' -> 'aman zaman'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-16,TR-NC-001,acı reçete,P_WordsSyn,belalı derman,modifier_synonym_plus_head_synonym,16,kenet-TUR10_0002550-a | kenet-TUR10_0032110-n,"Üzüntü veren, acıklı | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Üzücü bir durum. | Cehennemi bir haber. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'belalı'; head 'reçete' -> 'derman'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-17,TR-NC-001,acı reçete,P_WordsSyn,belalı hal çaresi,modifier_synonym_plus_head_synonym,17,kenet-TUR10_0002550-a | kenet-TUR10_0032110-n,"Üzüntü veren, acıklı | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Üzücü bir durum. | Cehennemi bir haber. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'belalı'; head 'reçete' -> 'hal çaresi'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-18,TR-NC-001,acı reçete,P_WordsSyn,belalı yol,modifier_synonym_plus_head_synonym,18,kenet-TUR10_0002550-a | kenet-TUR10_0032110-n,"Üzüntü veren, acıklı | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Üzücü bir durum. | Cehennemi bir haber. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'belalı'; head 'reçete' -> 'yol'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-19,TR-NC-001,acı reçete,P_WordsSyn,belalı çare,modifier_synonym_plus_head_synonym,19,kenet-TUR10_0002550-a | kenet-TUR10_0032110-n,"Üzüntü veren, acıklı | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Üzücü bir durum. | Cehennemi bir haber. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'belalı'; head 'reçete' -> 'çare'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-20,TR-NC-001,acı reçete,P_WordsSyn,belalı çözüm yolu,modifier_synonym_plus_head_synonym,20,kenet-TUR10_0002550-a | kenet-TUR10_0032110-n,"Üzüntü veren, acıklı | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Üzücü bir durum. | Cehennemi bir haber. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'belalı'; head 'reçete' -> 'çözüm yolu'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-21,TR-NC-001,acı reçete,P_WordsSyn,belalı çıkar yol,modifier_synonym_plus_head_synonym,21,kenet-TUR10_0002550-a | kenet-TUR10_0032110-n,"Üzüntü veren, acıklı | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Üzücü bir durum. | Cehennemi bir haber. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'belalı'; head 'reçete' -> 'çıkar yol'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-22,TR-NC-001,acı reçete,P_WordsSyn,biberli aman zaman,modifier_synonym_plus_head_synonym,22,kenet-TUR10_0100660-a | kenet-TUR10_0032110-n,"Tadı bibere benzer nitelikte olan | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Acı kahvesini yudumluyordu. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'biberli'; head 'reçete' -> 'aman zaman'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-23,TR-NC-001,acı reçete,P_WordsSyn,biberli derman,modifier_synonym_plus_head_synonym,23,kenet-TUR10_0100660-a | kenet-TUR10_0032110-n,"Tadı bibere benzer nitelikte olan | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Acı kahvesini yudumluyordu. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'biberli'; head 'reçete' -> 'derman'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-24,TR-NC-001,acı reçete,P_WordsSyn,biberli hal çaresi,modifier_synonym_plus_head_synonym,24,kenet-TUR10_0100660-a | kenet-TUR10_0032110-n,"Tadı bibere benzer nitelikte olan | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Acı kahvesini yudumluyordu. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'biberli'; head 'reçete' -> 'hal çaresi'. Morphology and sentence grammar require human review.
TR-NC-001-kenet-wordssyn-25,TR-NC-001,acı reçete,P_WordsSyn,biberli yol,modifier_synonym_plus_head_synonym,25,kenet-TUR10_0100660-a | kenet-TUR10_0032110-n,"Tadı bibere benzer nitelikte olan | Bir sonuca varmak, ortadaki engelleri kaldırmak için izlenilmesi gereken yöntem","Acı kahvesini yudumluyordu. | Herkesi okutmanın çaresi | Can işte, cânan hani / Dert işte, derman hani | Şirket yönetimi, krizi atlatmak için bir reçete hazırladı. | Yeni pazarlara açılmak için çareyi dijital reklam kampanyalarını güçlendirmekte buldular.",SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'acı' -> 'biberli'; head 'reçete' -> 'yol'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-01,TR-NC-003,ağır top,P_WordsSyn,ağırbaşlı ferde,modifier_synonym_plus_head_synonym,1,kenet-TUR10_0012150-a | kenet-TUR10_0780370-n,"Davranışları ölçülü, olgun | Kumaş, kâğıt gibi şeylerin belli miktardaki bağı",ciddî adam | ciddi adam | Ciddi adam | Bir top basma. İki top ipekli.,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'ağırbaşlı'; head 'top' -> 'ferde'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-02,TR-NC-003,ağır top,P_WordsSyn,ağırbaşlı nonoş,modifier_synonym_plus_head_synonym,2,kenet-TUR10_0012150-a | kenet-TUR10_0780410-n,"Davranışları ölçülü, olgun | Homoseksüel erkek",ciddî adam | ciddi adam | Ciddi adam,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'ağırbaşlı'; head 'top' -> 'nonoş'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-03,TR-NC-003,ağır top,P_WordsSyn,ciddi ferde,modifier_synonym_plus_head_synonym,3,kenet-TUR10_0012120-a | kenet-TUR10_0012150-a | kenet-TUR10_0780370-n,"Tehlikeli, korkulu, endişe veren | Davranışları ölçülü, olgun | Kumaş, kâğıt gibi şeylerin belli miktardaki bağı",Ciddi bir hastalık | ciddî adam | ciddi adam | Ciddi adam | Bir top basma. İki top ipekli.,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'ciddi'; head 'top' -> 'ferde'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-04,TR-NC-003,ağır top,P_WordsSyn,ciddi nonoş,modifier_synonym_plus_head_synonym,4,kenet-TUR10_0012120-a | kenet-TUR10_0012150-a | kenet-TUR10_0780410-n,"Tehlikeli, korkulu, endişe veren | Davranışları ölçülü, olgun | Homoseksüel erkek",Ciddi bir hastalık | ciddî adam | ciddi adam | Ciddi adam,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'ciddi'; head 'top' -> 'nonoş'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-05,TR-NC-003,ağır top,P_WordsSyn,kritik ferde,modifier_synonym_plus_head_synonym,5,kenet-TUR10_0012120-a | kenet-TUR10_0780370-n,"Tehlikeli, korkulu, endişe veren | Kumaş, kâğıt gibi şeylerin belli miktardaki bağı",Ciddi bir hastalık | Bir top basma. İki top ipekli.,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'kritik'; head 'top' -> 'ferde'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-06,TR-NC-003,ağır top,P_WordsSyn,kritik nonoş,modifier_synonym_plus_head_synonym,6,kenet-TUR10_0012120-a | kenet-TUR10_0780410-n,"Tehlikeli, korkulu, endişe veren | Homoseksüel erkek",Ciddi bir hastalık,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'kritik'; head 'top' -> 'nonoş'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-07,TR-NC-003,ağır top,P_WordsSyn,müşkül ferde,modifier_synonym_plus_head_synonym,7,kenet-TUR10_0012110-a | kenet-TUR10_0780370-n,"Amaçlanan duruma getirilmesi, elde edilmesi, çözümlenmesi, işlenmesi güç veya engeli çok olan, zor | Kumaş, kâğıt gibi şeylerin belli miktardaki bağı",Ağır iş | Bir top basma. İki top ipekli.,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'müşkül'; head 'top' -> 'ferde'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-08,TR-NC-003,ağır top,P_WordsSyn,müşkül nonoş,modifier_synonym_plus_head_synonym,8,kenet-TUR10_0012110-a | kenet-TUR10_0780410-n,"Amaçlanan duruma getirilmesi, elde edilmesi, çözümlenmesi, işlenmesi güç veya engeli çok olan, zor | Homoseksüel erkek",Ağır iş,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'müşkül'; head 'top' -> 'nonoş'. Morphology and sentence grammar require human review.
TR-NC-003-kenet-wordssyn-09,TR-NC-003,ağır top,P_WordsSyn,usul ferde,modifier_synonym_plus_head_synonym,9,kenet-TUR10_0012220-r | kenet-TUR10_0780370-n,"Yavaş | Kumaş, kâğıt gibi şeylerin belli miktardaki bağı",Adam ağır adımlarla gelip masanın başına geçiyor. | Bir top basma. İki top ipekli.,SRC-009,https://github.com/StarlangSoftware/TurkishWordNet,GPL-3 (declared by WN-LMF lexicon and repository),content_license_review_required,not_reviewed,not_reviewed,review_required,Modifier 'ağır' -> 'usul'; head 'top' -> 'ferde'. Morphology and sentence grammar require human review.
