model,group,case,variant,sentence_sim,contextual_span_sim,isolated_phrase_sim
Gemma3-12B-pt,idiomatic_nc,glass ceiling,component,0.9197023592308564,0.6688746313690361,0.6869052786326723
Gemma3-12B-pt,idiomatic_nc,glass ceiling,word_by_word,0.8871640240454287,0.7057538452957713,0.726148272294237
Gemma3-12B-pt,idiomatic_nc,glass ceiling,random,0.8614822526286522,0.5862171079234508,0.6606433594723959
Gemma3-12B-pt,idiomatic_nc,cash cow,synonym,0.9507307582270257,0.607043844844449,0.6096065413062507
Gemma3-12B-pt,idiomatic_nc,cash cow,component,0.916368304181364,0.49460801084021355,0.5691510121075786
Gemma3-12B-pt,idiomatic_nc,cash cow,word_by_word,0.9582842748057309,0.7735034986527636,0.7647400777812162
Gemma3-12B-pt,idiomatic_nc,cash cow,random,0.889880139251224,0.6346431964017323,0.6465694289848574
Gemma3-12B-pt,idiomatic_nc,loose cannon,synonym,0.9333406916494834,0.7323073486965938,0.6478529575767312
Gemma3-12B-pt,idiomatic_nc,loose cannon,component,0.9400167592980251,0.596215241610188,0.6616273054695186
Gemma3-12B-pt,idiomatic_nc,loose cannon,word_by_word,0.9236516134162416,0.7105730703857908,0.6189508736638777
Gemma3-12B-pt,idiomatic_nc,loose cannon,random,0.9324753376492743,0.6315851852334607,0.578992133436325
Gemma3-12B-pt,idiomatic_nc,golden handshake,synonym,0.9337802707004638,0.7223975074197285,0.6567397918473165
Gemma3-12B-pt,idiomatic_nc,golden handshake,component,0.9388497183055711,0.6809165741842397,0.6235474305706847
Gemma3-12B-pt,idiomatic_nc,golden handshake,word_by_word,0.9167077658229067,0.6969599093399793,0.5810307709149378
Gemma3-12B-pt,idiomatic_nc,golden handshake,random,0.8921695113064518,0.5586485200630714,0.6219867791872271
Gemma3-12B-pt,idiomatic_nc,paper tiger,synonym,0.9540232167715452,0.7176072307430463,0.5754339697216599
Gemma3-12B-pt,idiomatic_nc,paper tiger,component,0.9237018958827783,0.6151224113292312,0.6566396303934834
Gemma3-12B-pt,idiomatic_nc,paper tiger,word_by_word,0.9201583653004908,0.6632715102003001,0.567109927495356
Gemma3-12B-pt,idiomatic_nc,paper tiger,random,0.9143958546179821,0.5809170697285531,0.6307553694011887
Gemma3-12B-pt,idiomatic_nc,smoking gun,synonym,0.9601573949103483,0.7403200593825502,0.5859480898015598
Gemma3-12B-pt,idiomatic_nc,smoking gun,component,0.9402824110792581,0.49476324926367565,0.5078894805959956
Gemma3-12B-pt,idiomatic_nc,smoking gun,word_by_word,0.9316148278388579,0.7374538237273226,0.767167236080268
Gemma3-12B-pt,idiomatic_nc,smoking gun,random,0.8852750904001649,0.5813464611896146,0.6430238968179286
Gemma3-12B-pt,compositional_nc,economic aid,synonym,0.9572085532460148,0.8661141353213866,0.8084225506722753
Gemma3-12B-pt,compositional_nc,economic aid,component,0.9838270423627271,0.831991503571609,0.576641986485483
Gemma3-12B-pt,compositional_nc,economic aid,word_by_word,0.963178858356266,0.8385334726332162,0.7644503174625118
Gemma3-12B-pt,compositional_nc,economic aid,random,0.8798474767676229,0.5713098192481968,0.5083666162405229
Gemma3-12B-pt,compositional_nc,research lab,synonym,0.9724340779565002,0.9534447475630148,0.9515209017133914
Gemma3-12B-pt,compositional_nc,research lab,component,0.9796090185622076,0.7912416896142134,0.5523667308176619
Gemma3-12B-pt,compositional_nc,research lab,word_by_word,0.9116373575778411,0.781439933963721,0.6916075988926282
Gemma3-12B-pt,compositional_nc,research lab,random,0.8776671657949472,0.6625448226687588,0.5890031852652147
Gemma3-12B-pt,compositional_nc,climate policy,synonym,0.9865097478248096,0.8740963417214709,0.8313127824628592
Gemma3-12B-pt,compositional_nc,climate policy,component,0.9682824363697657,0.7187289011060183,0.7085539062851915
Gemma3-12B-pt,compositional_nc,climate policy,word_by_word,0.9386427067457755,0.6515693148098536,0.7421338812140359
Gemma3-12B-pt,compositional_nc,climate policy,random,0.9098065682901438,0.465873798724179,0.5342756974479873
Gemma3-12B-pt,compositional_nc,medical school,synonym,0.958694357483217,0.9596005869810437,0.9277807305833715
Gemma3-12B-pt,compositional_nc,medical school,component,0.9289642094732153,0.7342574809817917,0.6921200220877352
Gemma3-12B-pt,compositional_nc,medical school,word_by_word,0.942863139356424,0.7678914370793183,0.7574369335812802
Gemma3-12B-pt,compositional_nc,medical school,random,0.859973667461861,0.5248612940760788,0.567477651827493
Gemma3-12B-pt,compositional_nc,mountain village,synonym,0.9822268205307,0.8988840021077354,0.7596224883080441
Gemma3-12B-pt,compositional_nc,mountain village,component,0.9844105773232305,0.8982992370445668,0.7483288579241443
Gemma3-12B-pt,compositional_nc,mountain village,word_by_word,0.9757900481698614,0.9141741258153175,0.7629912355658817
Gemma3-12B-pt,compositional_nc,mountain village,random,0.9291399972855088,0.5337503667517024,0.5782819231140974
Gemma3-12B-pt,compositional_nc,solar panel,synonym,0.9713065280931883,0.855681042133094,0.7223337560016251
Gemma3-12B-pt,compositional_nc,solar panel,component,0.9542202929238364,0.6837735587574588,0.5194548258472155
Gemma3-12B-pt,compositional_nc,solar panel,word_by_word,0.8768210774138125,0.7323387442075522,0.689079142729174
Gemma3-12B-pt,compositional_nc,solar panel,random,0.9114187556398361,0.5778793406767426,0.5091998722946729
Gemma3-12B-pt,compositional_nc,election result,synonym,0.976380959685168,0.8452622480074318,0.7567976258698375
Gemma3-12B-pt,compositional_nc,election result,component,0.9721763133172607,0.7578451359961005,0.5334770895170918
Gemma3-12B-pt,compositional_nc,election result,word_by_word,0.9723877831608437,0.8324704928373075,0.6833732035616821
Gemma3-12B-pt,compositional_nc,election result,random,0.8931104826831772,0.5645583424013565,0.4731137119043478
Gemma3-12B-pt,compositional_nc,airport security,synonym,0.9719147777792585,0.857945273054686,0.8029489488671588
Gemma3-12B-pt,compositional_nc,airport security,component,0.9596082071774543,0.8405106845862524,0.6693424308121805
Gemma3-12B-pt,compositional_nc,airport security,word_by_word,0.9411900311357547,0.833195289314579,0.6938018893300304
Gemma3-12B-pt,compositional_nc,airport security,random,0.8593311032461245,0.6356661456555147,0.6578055726332674
Gemma3-12B-pt,compositional_nc,language teacher,synonym,0.9893210643600365,0.9678029948021493,0.9850037730806686
Gemma3-12B-pt,compositional_nc,language teacher,component,0.9553471431037467,0.725099152213611,0.766071797211029
Gemma3-12B-pt,compositional_nc,language teacher,word_by_word,0.9442605538067251,0.7462988526761913,0.6764802653091451
Gemma3-12B-pt,compositional_nc,language teacher,random,0.7615732735703165,0.4270081821983217,0.508901885652914
Gemma3-12B-pt,compositional_nc,water bottle,synonym,0.9568888592322384,0.787336051651941,0.7326726083637762
Gemma3-12B-pt,compositional_nc,water bottle,component,0.9570380021574588,0.7621974341445437,0.7346802529714457
Gemma3-12B-pt,compositional_nc,water bottle,word_by_word,0.9210378593024499,0.7226580705093648,0.7276733110179192
Gemma3-12B-pt,compositional_nc,water bottle,random,0.8826846273232738,0.5844424777785046,0.589681990343934
Gemma3-12B-pt,compositional_nc,history book,synonym,0.9767835295156838,0.8513856850756149,0.6496963960263729
Gemma3-12B-pt,compositional_nc,history book,component,0.9864462046401042,0.8506518301623625,0.6333733400012802
Gemma3-12B-pt,compositional_nc,history book,word_by_word,0.9597939504226195,0.7322083502916681,0.6240822287435079
Gemma3-12B-pt,compositional_nc,history book,random,0.923565564986734,0.6132476905910164,0.5415362355739809
Gemma3-12B-pt,compositional_nc,river bridge,synonym,0.9704494839807863,0.8650914114649548,0.7808966655986418
Gemma3-12B-pt,compositional_nc,river bridge,component,0.9864107899635505,0.8857363830738652,0.7568370376006998
Gemma3-12B-pt,compositional_nc,river bridge,word_by_word,0.9738619255494797,0.8435404892721606,0.6890608448445726
Gemma3-12B-pt,compositional_nc,river bridge,random,0.9408621731805705,0.6615855846165901,0.6232786895910579
Gemma3-12B-pt,compositional_nc,hospital room,synonym,0.9712273592898867,0.8418839522634476,0.7367813881414165
Gemma3-12B-pt,compositional_nc,hospital room,component,0.9876207329259906,0.8878507644550603,0.7409745651255243
Gemma3-12B-pt,compositional_nc,hospital room,word_by_word,0.9779897514480852,0.9104623382272731,0.822210502145345
Gemma3-12B-pt,compositional_nc,hospital room,random,0.9023879066233855,0.6555725720515326,0.6040490636608745
Gemma3-12B-pt,compositional_nc,village market,synonym,0.9765464144442539,0.8324416092447832,0.7969777864579567
Gemma3-12B-pt,compositional_nc,village market,component,0.9845635333508979,0.8932264753227476,0.6503410716444343
Gemma3-12B-pt,compositional_nc,village market,word_by_word,0.9868453493515297,0.9105716685637889,0.6871464848547634
Gemma3-12B-pt,compositional_nc,village market,random,0.9362987677932282,0.6021955377992586,0.577522279748507
Gemma3-12B-pt,compositional_nc,data center,synonym,0.977555716074895,0.8271959629664649,0.6031035500575141
Gemma3-12B-pt,compositional_nc,data center,component,0.9608546114648244,0.6882190287584071,0.5463666964560048
Gemma3-12B-pt,compositional_nc,data center,word_by_word,0.9509932799335523,0.7876298896803314,0.634457256507823
Gemma3-12B-pt,compositional_nc,data center,random,0.9022670872747959,0.5495580326762498,0.4665409988385988
Gemma3-12B-pt,compositional_nc,music festival,synonym,0.975075651042657,0.8394181653833899,0.7586495503650801
Gemma3-12B-pt,compositional_nc,music festival,component,0.9802428436503763,0.8461221030899351,0.7163137022977495
Gemma3-12B-pt,compositional_nc,music festival,word_by_word,0.9671783297397287,0.8430831241279574,0.7485180573131008
Gemma3-12B-pt,compositional_nc,music festival,random,0.9145654140416762,0.5166398103830308,0.5918188044903853
Gemma3-12B-pt,single_word_control,doctor,synonym,0.9520341992112047,0.7172149984665016,0.626685622955676
Gemma3-12B-pt,single_word_control,doctor,related,0.9527864229386207,0.6013712129840167,0.7451967905934282
Gemma3-12B-pt,single_word_control,doctor,random,0.8720230563962654,0.3771278882204575,0.5700807977228451
Gemma3-12B-pt,single_word_control,apple,synonym,0.9784343706892158,0.7712191829115423,0.6673050837817657
Gemma3-12B-pt,single_word_control,apple,related,0.9849598762380484,0.8350510280345521,0.6227509802891311
Gemma3-12B-pt,single_word_control,apple,random,0.8948244177951444,0.5842605903694803,0.5533717907149589
Gemma3-12B-pt,single_word_control,teacher,synonym,0.9055485134726208,0.8028089221977567,0.8571299977504473
Gemma3-12B-pt,single_word_control,teacher,related,0.9576919127666054,0.7669390758766419,0.695869813072336
Gemma3-12B-pt,single_word_control,teacher,random,0.8458404515971659,0.32805964198042625,0.5760910105080675
Gemma3-12B-pt,single_word_control,lawyer,synonym,0.9690969337266346,0.8250772194519226,0.6350327547465616
Gemma3-12B-pt,single_word_control,lawyer,related,0.9160724007151672,0.6383365801074212,0.6304492274335991
Gemma3-12B-pt,single_word_control,lawyer,random,0.8769152296730784,0.32728858162317764,0.5984458539233554
Gemma3-12B-pt,single_word_control,river,synonym,0.9653886618489491,0.5424330659823493,0.6368511176441077
Gemma3-12B-pt,single_word_control,river,related,0.961105724934549,0.6084418324692523,0.6292705436790945
Gemma3-12B-pt,single_word_control,river,random,0.7491323399939102,0.35962558375240056,0.5204702423397453
Gemma3-12B-pt,single_word_control,city,synonym,0.9217518620192324,0.7318429496979117,0.5286819828661357
Gemma3-12B-pt,single_word_control,city,related,0.9662390451621672,0.7661392318708957,0.7819159849759136
Gemma3-12B-pt,single_word_control,city,random,0.8424853322449314,0.30349996177989924,0.5843094857901281
Gemma3-12B-pt,single_word_control,storm,synonym,0.9784133126571956,0.6653964925757143,0.5335719562980883
Gemma3-12B-pt,single_word_control,storm,related,0.9482256008377804,0.7997118899599454,0.7473336558412388
Gemma3-12B-pt,single_word_control,storm,random,0.8958925656602973,0.32350563715032826,0.5467061957232692
Gemma3-12B-pt,single_word_control,idea,synonym,0.9735114984691269,0.789881876430397,0.4982446201966476
Gemma3-12B-pt,single_word_control,idea,related,0.9387267175739101,0.7179934629545401,0.5796258772873584
Gemma3-12B-pt,single_word_control,idea,random,0.862204190251345,0.32856436999507893,0.5340821379099511
Gemma3-12B-pt,single_word_control,problem,synonym,0.9690026371005451,0.7670683915074071,0.7233217380610985
Gemma3-12B-pt,single_word_control,problem,related,0.9262332018329205,0.6682275898462795,0.6469439665591301
Gemma3-12B-pt,single_word_control,problem,random,0.8374395630959888,0.3100756238432192,0.5125011324731228
Gemma3-12B-pt,single_word_control,music,synonym,0.9519690896575841,0.6143360891022229,0.6938351903699495
Gemma3-12B-pt,single_word_control,music,related,0.9379793119896351,0.4870806355258551,0.5952153201030493
Gemma3-12B-pt,single_word_control,music,random,0.8470396121697557,0.4196764693250089,0.5013444338296608
Gemma3-12B-pt,single_word_control,letter,synonym,0.9733267229842183,0.7090299850322421,0.5086036719763418
Gemma3-12B-pt,single_word_control,letter,related,0.9507921404485788,0.6560018890262836,0.5857429968316938
Gemma3-12B-pt,single_word_control,letter,random,0.8103129620992624,0.3598168051148518,0.4541575601695746
Gemma3-12B-pt,single_word_control,machine,synonym,0.9093413291746489,0.7262664154267392,0.7142841178839145
Gemma3-12B-pt,single_word_control,machine,related,0.9051964414728353,0.6312160760152319,0.5346802847439361
Gemma3-12B-pt,single_word_control,machine,random,0.7758103374685273,0.41674271298172044,0.563237986188952
Gemma3-12B-pt,single_word_control,road,synonym,0.9642844513654238,0.6056303202954783,0.742232006271935
Gemma3-12B-pt,single_word_control,road,related,0.9771625210441244,0.7616183412474454,0.8213008810990645
Gemma3-12B-pt,single_word_control,road,random,0.8696574442810675,0.2445424913747748,0.49831777332942395
Gemma3-12B-pt,single_word_control,flower,synonym,0.965077331293516,0.7061632529282398,0.5864995306589295
Gemma3-12B-pt,single_word_control,flower,related,0.9563264091464572,0.6182588738960112,0.6384012513206181
Gemma3-12B-pt,single_word_control,flower,random,0.8490423321319509,0.43107266378403836,0.5625242280303785
Gemma3-12B-pt,single_word_control,ocean,synonym,0.9576094284825573,0.6866632611540443,0.6939566819873922
Gemma3-12B-pt,single_word_control,ocean,related,0.9521692404655004,0.6145397372792496,0.6304047179026351
Gemma3-12B-pt,single_word_control,ocean,random,0.8249311411727824,0.3867902986071744,0.469032743031918
Gemma3-12B-pt,single_word_control,child,synonym,0.8564338887314076,0.507740222305453,0.6220535764123034
Gemma3-12B-pt,single_word_control,child,related,0.8728714633416942,0.5411418520464666,0.5913719854243753
Gemma3-12B-pt,single_word_control,child,random,0.8233375969726987,0.3892581149228843,0.5461066834659047
Gemma3-12B-pt,ordinary_two_word_control,red car,synonym,0.9443957777281644,0.7796455994029677,0.6453307335718388
Gemma3-12B-pt,ordinary_two_word_control,red car,component,0.9578190757101956,0.6556612984029209,0.6243182303836958
Gemma3-12B-pt,ordinary_two_word_control,red car,word_by_word,0.9260050225763394,0.7287985129842318,0.6438645617586377
Gemma3-12B-pt,ordinary_two_word_control,red car,random,0.878982199440407,0.5169321388249182,0.5690066304183811
Gemma3-12B-pt,ordinary_two_word_control,coffee cup,synonym,0.9835861557708159,0.8186478468226291,0.5204167526084034
Gemma3-12B-pt,ordinary_two_word_control,coffee cup,component,0.9762515411511016,0.8635283802091064,0.5748585798337918
Gemma3-12B-pt,ordinary_two_word_control,coffee cup,word_by_word,0.9370973055669328,0.8111452459699793,0.5192013498833203
Gemma3-12B-pt,ordinary_two_word_control,coffee cup,random,0.8811903728569581,0.5316427154748025,0.6184429016431799
Gemma3-12B-pt,ordinary_two_word_control,wooden chair,synonym,0.9263438033900673,0.7948469769287755,0.8183054969842691
Gemma3-12B-pt,ordinary_two_word_control,wooden chair,component,0.9412959870502092,0.605642438793637,0.6633878078130644
Gemma3-12B-pt,ordinary_two_word_control,wooden chair,word_by_word,0.9642536123135718,0.8306566600727674,0.8490976496296917
Gemma3-12B-pt,ordinary_two_word_control,wooden chair,random,0.8713564611319499,0.5934421841837675,0.651472279135487
Gemma3-12B-pt,ordinary_two_word_control,summer rain,synonym,0.8971953866708954,0.6137436212558236,0.7000674813226636
Gemma3-12B-pt,ordinary_two_word_control,summer rain,component,0.9667664526788969,0.7376980183323676,0.7065760309695129
Gemma3-12B-pt,ordinary_two_word_control,summer rain,word_by_word,0.8916436932492607,0.6180720160246411,0.6957536881500324
Gemma3-12B-pt,ordinary_two_word_control,summer rain,random,0.8206952953847018,0.4573413526466102,0.39111265409699375
Gemma3-12B-pt,ordinary_two_word_control,city park,synonym,0.9053671418879247,0.5972916780505508,0.691270593987571
Gemma3-12B-pt,ordinary_two_word_control,city park,component,0.947807480201683,0.7737487337882587,0.6730259469107785
Gemma3-12B-pt,ordinary_two_word_control,city park,word_by_word,0.9246058936137049,0.5855848778386307,0.6629075175033771
Gemma3-12B-pt,ordinary_two_word_control,city park,random,0.7487944996140682,0.46665580802923234,0.622810506878802
Gemma3-12B-pt,ordinary_two_word_control,glass bottle,synonym,0.9317632813688778,0.7556627462485176,0.743181181708819
Gemma3-12B-pt,ordinary_two_word_control,glass bottle,component,0.9617834251389388,0.7633284278639829,0.731637648391212
Gemma3-12B-pt,ordinary_two_word_control,glass bottle,word_by_word,0.908462503178964,0.7156608659905155,0.7338849178568184
Gemma3-12B-pt,ordinary_two_word_control,glass bottle,random,0.8495665344515669,0.5450715005138835,0.6038324612584939
Gemma3-12B-pt,ordinary_two_word_control,school bus,synonym,0.9075434893941632,0.6528061415231131,0.7288009035718684
Gemma3-12B-pt,ordinary_two_word_control,school bus,component,0.9445242643882445,0.7020403334234249,0.6025966958997894
Gemma3-12B-pt,ordinary_two_word_control,school bus,word_by_word,0.888680663780012,0.5813451808313449,0.661290974269708
Gemma3-12B-pt,ordinary_two_word_control,school bus,random,0.8277063379866544,0.48874521280665834,0.6356078732996459
Gemma3-12B-pt,ordinary_two_word_control,paper bag,synonym,0.9785068493988109,0.9428034904043217,0.9552729505572547
Gemma3-12B-pt,ordinary_two_word_control,paper bag,component,0.9060356976282337,0.5575850956572784,0.5103500518131735
Gemma3-12B-pt,ordinary_two_word_control,paper bag,word_by_word,0.8965908435481263,0.5821942625337373,0.6335557416363857
Gemma3-12B-pt,ordinary_two_word_control,paper bag,random,0.7307304114107273,0.5000833373681358,0.5621888478306694
Gemma3-12B-pt,ordinary_two_word_control,kitchen knife,synonym,0.9465975909781063,0.7527435002854505,0.7861344438336071
Gemma3-12B-pt,ordinary_two_word_control,kitchen knife,component,0.9583332426256986,0.7238382126046831,0.731230627055422
Gemma3-12B-pt,ordinary_two_word_control,kitchen knife,word_by_word,0.9453808667694512,0.711679489489109,0.6419253852034468
Gemma3-12B-pt,ordinary_two_word_control,kitchen knife,random,0.8722191312750821,0.5637182881539287,0.5796062167159036
Gemma3-12B-pt,ordinary_two_word_control,garden flower,synonym,0.9377123658645278,0.7331882533835958,0.7476936682874383
Gemma3-12B-pt,ordinary_two_word_control,garden flower,component,0.9515215549172751,0.7432678803298455,0.7924621004363583
Gemma3-12B-pt,ordinary_two_word_control,garden flower,word_by_word,0.9172169364271606,0.6721318454098769,0.7579421081305319
Gemma3-12B-pt,ordinary_two_word_control,garden flower,random,0.8707695450354016,0.5978571912304375,0.6894583044370951
Gemma3-12B-pt,ordinary_two_word_control,ocean wave,synonym,0.9200327645697495,0.7646237942356271,0.7648887870152129
Gemma3-12B-pt,ordinary_two_word_control,ocean wave,component,0.9421970284355536,0.6927513337176845,0.6890853667361302
Gemma3-12B-pt,ordinary_two_word_control,ocean wave,word_by_word,0.9156698542330737,0.6858445283427951,0.6987396940549336
Gemma3-12B-pt,ordinary_two_word_control,ocean wave,random,0.823612062616489,0.5051858767434589,0.5564643234642354
Gemma3-12B-pt,ordinary_two_word_control,train station,synonym,0.94824608031845,0.8090774676827307,0.7601350502526568
Gemma3-12B-pt,ordinary_two_word_control,train station,component,0.9067518794386711,0.5506499448150708,0.729789141190418
Gemma3-12B-pt,ordinary_two_word_control,train station,word_by_word,0.9258714902015187,0.7337172778232706,0.7651868905014921
Gemma3-12B-pt,ordinary_two_word_control,train station,random,0.7839916023966563,0.45321523182807405,0.5899099676186266
Gemma3-12B-pt,ordinary_two_word_control,computer screen,synonym,0.9418342554016713,0.6606510457881786,0.6823393585227896
Gemma3-12B-pt,ordinary_two_word_control,computer screen,component,0.9424688700960107,0.7169592749077811,0.6594871154945381
Gemma3-12B-pt,ordinary_two_word_control,computer screen,word_by_word,0.9269951600231809,0.6375552566116299,0.6494977324402957
Gemma3-12B-pt,ordinary_two_word_control,computer screen,random,0.8203777476621388,0.5270696647400319,0.5863292686665527
Gemma3-12B-pt,ordinary_two_word_control,stone bridge,synonym,0.9268325732560712,0.718005846377744,0.760327994053068
Gemma3-12B-pt,ordinary_two_word_control,stone bridge,component,0.9490604464791688,0.7503709392357497,0.7361599325840347
Gemma3-12B-pt,ordinary_two_word_control,stone bridge,word_by_word,0.9218794665262523,0.7010769674715546,0.6919525702735019
Gemma3-12B-pt,ordinary_two_word_control,stone bridge,random,0.8340529651046683,0.5635520865511887,0.5852641627045901
Gemma3-12B-pt,ordinary_two_word_control,plastic box,synonym,0.8942050431351296,0.6225312327241967,0.6693523809931194
Gemma3-12B-pt,ordinary_two_word_control,plastic box,component,0.9506499889470361,0.684380056854327,0.55762913450587
Gemma3-12B-pt,ordinary_two_word_control,plastic box,word_by_word,0.8978176653396337,0.7320328346262266,0.7033567698680105
Gemma3-12B-pt,ordinary_two_word_control,plastic box,random,0.8111641735258152,0.4817761649922483,0.5412504203742113
Gemma3-12B-pt,ordinary_two_word_control,winter coat,synonym,0.9549487255261182,0.7496442350233888,0.8055080235373135
Gemma3-12B-pt,ordinary_two_word_control,winter coat,component,0.9614353066420672,0.6529214502257523,0.6903137077663812
Gemma3-12B-pt,ordinary_two_word_control,winter coat,word_by_word,0.93472021220532,0.7252256840847753,0.7613575988597866
Gemma3-12B-pt,ordinary_two_word_control,winter coat,random,0.8733180714916394,0.5029649816737896,0.6493141623254965
