mwe_id,language,canonical_form,token_count,mwe_type,modifier,head,comp_class_provisional,comp_score_gold_0_5,annotation_status,meaning_tr,meaning_origin,meaning_source_name,meaning_source_url,meaning_reuse_status,meaning_license_review_status,neutral_sentence,neutral_sentence_review_status,example_1,example_1_target_surface,example_1_origin,example_1_source_name,example_1_source_url,example_1_source_author,example_1_source_license,example_1_license_review_status,example_1_sense_review_status,example_2,example_2_target_surface,example_2_origin,example_2_source_name,example_2_source_url,example_2_source_author,example_2_source_license,example_2_license_review_status,example_2_sense_review_status,example_3,example_3_target_surface,example_3_origin,example_3_source_name,example_3_source_url,example_3_source_author,example_3_source_license,example_3_license_review_status,example_3_sense_review_status,curation_notes,accessed_at
TR-NC-011,TR,baba ocağı,2,nominal_multiword_expression,baba,ocağı,I,,provisional_curation_requires_human_rating,Kişinin doğup büyüdüğü aile evi,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=baba%20oca%C4%9F%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir baba ocağı.,two_word_nominal_template,Yıllar sonra baba ocağına dönmek onu duygulandırdı.,baba ocağına,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bayramda bütün kardeşler baba ocağında toplandı.,baba ocağında,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Baba ocağından ayrıldığında henüz on sekiz yaşındaydı.,Baba ocağından,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-012,TR,balık hafızası,2,nominal_multiword_expression,balık,hafızası,I,,provisional_curation_requires_human_rating,Çok çabuk unutma özelliği,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=bal%C4%B1k%20haf%C4%B1zas%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir balık hafızası.,two_word_nominal_template,Balık hafızası yüzünden verdiği sözleri hemen unutuyor.,Balık hafızası,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Seçmenin balık hafızasına sahip olduğunu düşünmek büyük hata.,balık hafızasına,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bu kadar balık hafızasıyla ayrıntıları nasıl hatırlayacaksın?,balık hafızasıyla,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-013,TR,barut fıçısı,2,nominal_multiword_expression,barut,fıçısı,I,,provisional_curation_requires_human_rating,Küçük bir kıvılcımla büyük çatışmaya dönüşebilecek ortam,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=barut%20f%C4%B1%C3%A7%C4%B1s%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir barut fıçısı.,two_word_nominal_template,Orta Doğu hâlâ barut fıçısı olarak kabul ediliyor.,barut fıçısı,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/4477885,duran,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Sınırdaki gerginlik bölgeyi barut fıçısına çevirdi.,barut fıçısına,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Küçük bir olay bu barut fıçısını patlatabilir.,barut fıçısını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-014,TR,beyaz perde,2,nominal_multiword_expression,beyaz,perde,I,,provisional_curation_requires_human_rating,Sinema sanatı veya sinema dünyası,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=beyaz%20perde,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir beyaz perde.,two_word_nominal_template,Film ilk olarak 1999'da beyaz perdeye geldi.,beyaz perdeye,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/12398424,deyta,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Roman gelecek yıl beyaz perdeye uyarlanacak.,beyaz perdeye,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Oyuncu on yıl sonra beyaz perdeye geri döndü.,beyaz perdeye,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-015,TR,bit yeniği,2,nominal_multiword_expression,bit,yeniği,I,,provisional_curation_requires_human_rating,Bir işte kuşku uyandıran gizli aksaklık veya hile,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=bit%20yeni%C4%9Fi,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir bit yeniği.,two_word_nominal_template,Bu kadar kârlı teklifte mutlaka bir bit yeniği vardır.,bit yeniği,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Hesaplardaki bit yeniğini denetçi kısa sürede buldu.,bit yeniğini,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Sözleşmede bir bit yeniği sezen avukat imza atmadı.,bit yeniği,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-016,TR,can damarı,2,nominal_multiword_expression,can,damarı,I,,provisional_curation_requires_human_rating,Bir yapının yaşaması için vazgeçilmez olan temel unsur,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=can%20damar%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir can damarı.,two_word_nominal_template,"Turizm, ada ekonomisinin can damarıdır.",can damarıdır,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bu küçük liman kentin ticari can damarı oldu.,can damarı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Sulama kanalı bölgedeki tarımın can damarı sayılıyor.,can damarı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-017,TR,can pazarı,2,nominal_multiword_expression,can,pazarı,I,,provisional_curation_requires_human_rating,İnsanların ölüm tehlikesi içinde kurtulmaya çalıştığı kargaşa,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=can%20pazar%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir can pazarı.,two_word_nominal_template,Deprem sırasında sokaklarda tam bir can pazarı yaşandı.,can pazarı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Yangın büyüyünce otelde can pazarı kuruldu.,can pazarı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Kazada can pazarı yaşanırken ekipler yaralılara ulaştı.,can pazarı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-018,TR,can simidi,2,nominal_multiword_expression,can,simidi,I,,provisional_curation_requires_human_rating,"Zor durumda kurtuluş sağlayan kişi, imkân veya çözüm",curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=can%20simidi,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir can simidi.,two_word_nominal_template,Acil kredi küçük işletmeler için can simidi oldu.,can simidi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Bu burs, eğitimini sürdürmesi için gerçek bir can simidiydi.",can simidiydi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Son dakikadaki sipariş fabrikaya can simidi gibi yetişti.,can simidi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-019,TR,çantada keklik,2,nominal_multiword_expression,çantada,keklik,I,,provisional_curation_requires_human_rating,Elde edilmesi kesin ve çok kolay görülen iş veya sonuç,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=%C3%A7antada%20keklik,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu iş çantada keklik.,manual_turkish_structure_override,Rakibini zayıf gören takım maçı çantada keklik sandı.,çantada keklik,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,İhaleyi çantada keklik görmeleri büyük yanılgıydı.,çantada keklik,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Seçim hiçbir aday için çantada keklik değil.,çantada keklik,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-020,TR,çetin ceviz,2,nominal_multiword_expression,çetin,ceviz,I,,provisional_curation_requires_human_rating,Başa çıkılması ya da çözülmesi çok zor kişi veya mesele,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=%C3%A7etin%20ceviz,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir çetin ceviz.,two_word_nominal_template,Hayatımda hiç böyle bir çetin ceviz görmedim.,çetin ceviz,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/4417978,newton55,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,"Yeni savcı, suç örgütü için çetin ceviz çıktı.",çetin ceviz,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bu matematik sorusu beklediğimden çetin cevizmiş.,çetin cevizmiş,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-021,TR,çocuk oyuncağı,2,nominal_multiword_expression,çocuk,oyuncağı,I,,provisional_curation_requires_human_rating,Yapılması son derece kolay iş,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=%C3%A7ocuk%20oyunca%C4%9F%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir çocuk oyuncağı.,two_word_nominal_template,"Bu iş, çocuk oyuncağı değil.",çocuk oyuncağı,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/1334054,lugal,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Bu dağa kışın tırmanmak çocuk oyuncağı değildir.,çocuk oyuncağı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Deneyimli usta için onarım çocuk oyuncağıydı.,çocuk oyuncağıydı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-022,TR,dünya evi,2,nominal_multiword_expression,dünya,evi,I,,provisional_curation_requires_human_rating,Evlilik kurumu veya evlilik hayatı,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=d%C3%BCnya%20evi,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir dünya evi.,two_word_nominal_template,"Size bildirmekten mutluluk duyarım ki, oğlum üç ay sonra dünya evine giriyor.",dünya evine,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7666806,quagliarella,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Çift gelecek ay dünya evine girecek.,dünya evine,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Yıllardır birlikte olan iki sanatçı sonunda dünya evinde buluştu.,dünya evinde,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-023,TR,ekmek kapısı,2,nominal_multiword_expression,ekmek,kapısı,I,,provisional_curation_requires_human_rating,Düzenli geçim sağlayan iş veya gelir kaynağı,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=ekmek%20kap%C4%B1s%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir ekmek kapısı.,two_word_nominal_template,Fabrika bir sürü insana ekmek kapısı oldu.,ekmek kapısı,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/7889144,soliloquist,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Atölye mahallede onlarca kişiye ekmek kapısı oldu.,ekmek kapısı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Teknesini kaybedince tek ekmek kapısı da kapanmıştı.,ekmek kapısı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-024,TR,fildişi kule,2,nominal_multiword_expression,fildişi,kule,I,,provisional_curation_requires_human_rating,"Toplumun gerçeklerinden uzak, yalıtılmış düşünce çevresi",curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=fildi%C5%9Fi%20kule,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir fildişi kule.,two_word_nominal_template,"Yazar, eleştirmenlerin fildişi kuleden konuştuğunu söyledi.",fildişi kuleden,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bilim insanları fildişi kuleye kapanmak yerine toplumla buluşmalı.,fildişi kuleye,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Gerçek sorunları görmeyen bu kurul tam bir fildişi kulede yaşıyor.,fildişi kulede,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-025,TR,göz bebeği,2,nominal_multiword_expression,göz,bebeği,I,,provisional_curation_requires_human_rating,Çok sevilen ve özenle korunan kişi veya şey,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=g%C3%B6z%20bebe%C4%9Fi,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir göz bebeği.,two_word_nominal_template,Bu altın saat benim göz bebeğim. Annem onu bana daha sonraki yıllarında hatıra olarak verdi.,göz bebeğim,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/4438156,duran,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Bu proje kurumun göz bebeği hâline geldi.,göz bebeği,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,En küçük torun dedesinin göz bebeğiydi.,göz bebeğiydi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
